,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
187,187,Kerala,5,Manjeri,GEN,E. Ahamed,M,MUL,375456,V. Venugopal,M,IND,286133,89323,1991,MUL
188,188,Kerala,6,Ponnani,GEN,Ebrahim Sulaiman Sait,M,MUL,339766,Kattisseri Hamza Kunju,M,CPI,244060,95706,1991,MUL
189,189,Kerala,7,Palghat,GEN,V.S. Vijayaraghavan,M,INC,334913,A. Vijayaraghavan,M,CPM,319145,15768,1991,INC
190,190,Kerala,8,Ottapalam,SC,K.R. Narayanan,M,INC,327043,Lenin Rajendran,M,CPM,311955,15088,1991,INC
191,191,Kerala,By Polls (1993),Ottapalam,SC,S.Sivaraman,M,CPI,377184,R.K. Balakrishnan,M,CPM,244510,132674,1991,CPI
192,192,Kerala,9,Trichur,GEN,P.C. Chacko,M,INC,342896,K.P. Rajendran,M,CPI,313665,29231,1991,INC
193,193,Kerala,10,Mukundapuram,GEN,Savithri Lakshmanan (W),F,INC,362029,A.P. Kurian,M,CPM,349664,12365,1991,INC
194,194,Kerala,11,Ernakulam,GEN,K.V. Thomas,M,INC,362975,V. Viswanatha Menon,M,CPM,315831,47144,1991,INC
195,195,Kerala,12,Muvattupuzha,GEN,P.C. Thomas,M,KC(M),384255,P.I. Devasia,M,IND,286152,98103,1991,KC(M)
196,196,Kerala,13,Kottayam,GEN,Ramesh Chennithala,M,INC,366759,Thampan Thomas,M,JD,304137,62622,1991,INC
197,197,Kerala,14,Idukki,GEN,Palai K.M. Mathew,M,INC,345139,P.J. Joseph,M,KEC,319933,25206,1991,INC
198,198,Kerala,15,Alleppey,GEN,T.J. Anjalose,M,CPI,364794,Vakkom Purushothaman,M,INC,350719,14075,1991,CPI
199,199,Kerala,16,Mavelikkara,GEN,P.J. Kurian,M,INC,304519,Suresh Kurup,M,CPM,279031,25488,1991,INC
200,200,Kerala,17,Adoor,SC,Kodikunnil Suresh,M,INC,327066,Bhargavi Thankappan (W),F,CPI,308471,18595,1991,INC
201,201,Kerala,18,Quilon,GEN,S. Krishna Kumar,M,INC,370523,R.S. Unni,M,RSP,342796,27727,1991,INC
202,202,Kerala,19,Chirayinkil,GEN,Suseela Gopalan (W),F,CPI,331518,Thalekunnil Basheer,M,INC,330412,1106,1991,CPI
203,203,Kerala,20,Trivandrum,GEN,A. Charles,M,INC,334272,E.J. Vijayamma (W),F,CPI,290602,43670,1991,INC
204,204,Madhya Pradesh,1,Morena,SC,Barelal Jatav,M,INC,116227,Chhaviram Argal,M,BJP,99482,16745,1991,INC
205,205,Madhya Pradesh,2,Bhind,GEN,Yoganand Saraswati,M,BJP,142185,Udayan Sharma,M,INC,103331,38854,1991,BJP
206,206,Madhya Pradesh,3,Gwalior,GEN,Madhav Rao Scindia,M,INC,195212,Shejwalkar N.K.,M,BJP,96156,99056,1991,INC
207,207,Madhya Pradesh,4,Guna,GEN,Vijaya Raje Scindia (W),F,BJP,188773,Shashi Bhooshan,M,INC,133721,55052,1991,BJP
208,208,Madhya Pradesh,5,Sagar,SC,Anand Ahirwar,M,INC,178478,Ram Prasad Ahirwar,M,BJP,169130,9348,1991,INC
209,209,Madhya Pradesh,6,Khajuraho,GEN,Uma Bharti,F,BJP,251714,Ramratan,M,INC,186731,64983,1991,BJP
210,210,Madhya Pradesh,7,Damoh,GEN,Ramkrishna Kusmaria,M,BJP,198708,Dal Chandra Jain,M,INC,182550,16158,1991,BJP
211,211,Madhya Pradesh,8,Satna,GEN,Arjun Singh,M,INC,205905,Sukhendra Singh,M,BJP,139654,66251,1991,INC
212,212,Madhya Pradesh,9,Rewa,GEN,Bheem Singh Patel,M,BSP,145373,Shriniwas Tiwari,M,INC,131057,14316,1991,BSP
213,213,Madhya Pradesh,10,Sidhi,ST,Motilal Singh,M,INC,162892,Jagannath Singh,M,BJP,131268,31624,1991,INC
214,214,Madhya Pradesh,11,Shahdol,ST,Dalbir Singh,M,INC,155002,Hemvant Porte (W),F,BJP,111706,43296,1991,INC
215,215,Madhya Pradesh,12,Surguja,ST,Khelsai Singh,M,INC,169908,Larang Sai,M,BJP,122916,46992,1991,INC
216,216,Madhya Pradesh,13,Raigarh,ST,Pushpadevi Singh (W),F,INC,194080,Nand Kumar Sai,M,BJP,138266,55814,1991,INC
217,217,Madhya Pradesh,14,Janjgir,GEN,Bhawani Lal Verma,M,INC,159573,Kunwar Dilip Singh Judeo,M,BJP,130148,29425,1991,INC
218,218,Madhya Pradesh,15,Bilaspur,SC,Khelan Ram Jangde,M,INC,175642,Govind Ram Miri,M,BJP,137681,37961,1991,INC
219,219,Madhya Pradesh,16,Sarangarh,SC,Paras Ram Bharadwaj,M,INC,149987,Resham Lal Jangde (Persadih),M,BJP,104975,45012,1991,INC
220,220,Madhya Pradesh,17,Raipur,GEN,Vidyacharan Shukla,M,INC,188335,Ramesh Bais,M,BJP,187376,959,1991,INC
221,221,Madhya Pradesh,18,Mahasamund,GEN,Pawan Diwan,M,INC,205362,Chandrashekar Sahu,M,BJP,183883,21479,1991,INC
222,222,Madhya Pradesh,19,Kanker,ST,Arwind Netam,M,INC,154567,Deolall Dugga,M,BJP,135206,19361,1991,INC
223,223,Madhya Pradesh,20,Bastar,ST,Mankuram Sodhi,M,INC,87993,Rajaram Todem,M,BJP,70973,17020,1991,INC
224,224,Madhya Pradesh,21,Durg,GEN,Chandulal Chandrakar,M,INC,270506,Manarakhan Lal Sahu,M,BJP,182767,87739,1991,INC
225,225,Madhya Pradesh,22,Rajnandgaon,GEN,Shivendra Bahadur Singh,M,IND,178132,Dharampal Singh Gupta,M,BJP,130722,47410,1991,IND
226,226,Madhya Pradesh,23,Balaghat,GEN,Vishveshwar Bhagat,M,INC,185491,Gourishankar Chaturbhuj,M,BJP,129265,56226,1991,INC
227,227,Madhya Pradesh,24,Mandla,ST,Mohan Lal,M,INC,165607,Ram Bhajan,M,BJP,77934,87673,1991,INC
228,228,Madhya Pradesh,25,Jabalpur,GEN,Shrawan Kumar Patel,M,INC,172149,Baburao Paranjpe,M,BJP,165427,6722,1991,INC
229,229,Madhya Pradesh,26,Seoni,GEN,Vimla Verma (W),F,INC,221896,Prahlad Singh Patel,M,BJP,166338,55558,1991,INC
230,230,Madhya Pradesh,27,Chhindwara,GEN,Kamal Nath,M,INC,214456,Choudhari Chanderbhan,M,BJP,134824,79632,1991,INC
231,231,Madhya Pradesh,28,Betul,GEN,Aslam-Sher-Khan,M,INC,153756,Arif Baig,M,BJP,131023,22733,1991,INC
232,232,Madhya Pradesh,29,Hoshangabad,GEN,Sartaj Singh,M,BJP,206157,Rameshwar Nikhra,M,INC,197703,8454,1991,BJP
233,233,Madhya Pradesh,30,Bhopal,GEN,Sushil Chandra Verma,M,BJP,308946,Mansoor Ali Khan Patodi,M,INC,206738,102208,1991,BJP
234,234,Madhya Pradesh,31,Vidisha,GEN,Atal Bihari Vajpayee,M,BJP,279232,Pratap Bhanu Sharma,M,INC,175098,104134,1991,BJP
235,235,Madhya Pradesh,By Polls (1991),Vidisha,GEN,S.Singh,M,BJP,304392,P.B.Sharma,M,INC,215292,89100,1991,BJP
236,236,Madhya Pradesh,32,Rajgarh,GEN,Digvijay Singh,M,INC,219736,Pyarelal Khandelwal,M,BJP,218266,1470,1991,INC
237,237,Madhya Pradesh,By Polls (1994),Rajgarh,GEN,Laxman Singh,M,INC,332967,Duttaraya Rao,M,BJP,171205,161762,1991,INC
238,238,Madhya Pradesh,33,Shajapur,SC,Phoolchand Verma,M,BJP,265553,Bapulal Malviya,M,INC,187305,78248,1991,BJP
239,239,Madhya Pradesh,34,Khandwa,GEN,Mahender Kumar Singh,M,INC,230142,Amritlal Tarawala (Manni Bhai),M,BJP,213367,16775,1991,INC
240,240,Madhya Pradesh,35,Khargone,GEN,Rameshwar Patidar,M,BJP,220679,Subhashchandra Ganga Ram Yadav,M,INC,206884,13795,1991,BJP
241,241,Madhya Pradesh,36,Dhar,ST,Surajbhanu Solanki,M,INC,243385,Dhirendrasingh Chouhan,M,BJP,203906,39479,1991,INC
242,242,Madhya Pradesh,37,Indore,GEN,Sumitra Mahajan (W),F,BJP,303269,Lalit Jain,M,INC,222675,80594,1991,BJP
243,243,Madhya Pradesh,38,Ujjain,SC,Satyanarayan Jatiya,M,BJP,238904,Sajjansingh Verma,M,INC,187184,51720,1991,BJP
244,244,Madhya Pradesh,39,Jhabua,ST,Dileepsingh Bhuria,M,INC,249304,Relam Chauhan (W),F,BJP,114902,134402,1991,INC
245,245,Madhya Pradesh,40,Mandsaur,GEN,Laxminarain Pandey,M,BJP,307927,Mahendra Singh,M,INC,300944,6983,1991,BJP
246,246,Maharashtra,1,Rajapur,GEN,Sudhir Sawant,M,INC,157135,Vamanrao Mahadik,M,SHS,114089,43046,1991,INC
247,247,Maharashtra,2,Ratnagiri,GEN,Govindram Nikam,M,INC,191864,Anat Geete,M,SHS,178936,12928,1991,INC
248,248,Maharashtra,3,Kolaba,GEN,A.R. Antulay,M,INC,219639,Datta Patil,M,PWP,179933,39706,1991,INC
249,249,Maharashtra,4,Mumbai-South,GEN,Deora Murli,M,INC,147576,Sharma Premkumar Shankardutt,M,BJP,121820,25756,1991,INC
250,250,Maharashtra,5,Mumbai-South-Central,GEN,Mohan Rawale,M,SHS,121951,Dadasaheb Rupwate,M,INC,117549,4402,1991,SHS
251,251,Maharashtra,6,Mumbai-North-Central,GEN,Dighe Sharad Shankar,M,INC,180084,Vidyadhar Gokhale,M,SHS,165872,14212,1991,INC
252,252,Maharashtra,7,Mumbai-North-East,GEN,Guradas Kamat,M,INC,337660,Mehta Jayawanti Navinchandra (W),F,BJP,278536,59124,1991,INC
253,253,Maharashtra,8,Mumbai-North-West,GEN,Sunil Dutt,M,INC,267342,Ramesh Y. Prabhoo,M,SHS,210597,56745,1991,INC
254,254,Maharashtra,9,Mumbai-North,GEN,Ram Naik,M,BJP,304500,B.A. Desai,M,INC,212187,92313,1991,BJP
255,255,Maharashtra,10,Thane,GEN,Kapse Ramchandra Ganesh,M,BJP,302928,Haribansh Singh Ram Akabal Singh,M,INC,274611,28317,1991,BJP
256,256,Maharashtra,11,Dahanu,ST,Damu Barku Shingda,M,INC,178453,Chintamani Navsha Wanaga,M,BJP,145537,32916,1991,INC
257,257,Maharashtra,12,Nashik,GEN,Pawar Vasant Niwrutti,M,INC,310247,Aher Daulatrao Sonuji,M,BJP,168881,141366,1991,INC
258,258,Maharashtra,13,Mgaon,ST,Kahandole Zamru Manglu,M,INC,194060,Mahale Hari Shankar,M,JD,109760,84300,1991,INC
259,259,Maharashtra,14,Dhule,ST,Chaure Bapu Hari,M,INC,211895,Chaudhari Govindrao Shivram,M,BJP,131036,80859,1991,INC
260,260,Maharashtra,15,Nandurbar,ST,Gavit Manikrao Hodalya,M,INC,287293,Dilwarsing Padavi,M,BJP,118403,168890,1991,INC
261,261,Maharashtra,16,Erandol,GEN,Patil Vijay Naval,M,INC,180909,P.K. Anna Patil,M,JP,98916,81993,1991,INC
262,262,Maharashtra,17,Jalgaon,GEN,Gunavant Rambhau Saroda,M,BJP,233587,Mahajan Jivram Tukaram,M,INC,209322,24265,1991,BJP
263,263,Maharashtra,18,Buldhana,SC,Wasnik Mukul Balkrishna,M,INC,213495,P.G. Gawai,M,BJP,176404,37091,1991,INC
264,264,Maharashtra,19,Akola,GEN,Fundkar Pandurang Pundlik,M,BJP,201800,Gangane Sudakar Ramkrishna,M,INC,156687,45113,1991,BJP
265,265,Maharashtra,20,Washim,GEN,Anantrao Vitthalrao Deshmukh,M,INC,173708,Pawar Makhram Banduji,M,BRP,124719,48989,1991,INC
266,266,Maharashtra,21,Amravati,GEN,Pratibha Devisinha Patil (W),F,INC,177265,Prakash Patil Bharsakale,M,SHS,121784,55481,1991,INC
267,267,Maharashtra,22,Ramtek,GEN,Bhonsle Tejsingharao Laxmanrao,M,INC,240437,Pandurang Jayaramji Hajare,M,BJP,102483,137954,1991,INC
268,268,Maharashtra,23,Nagpur,GEN,Meghe Dattaji Raghobaji,M,INC,274448,Banwarilal Purohit,M,BJP,199728,74720,1991,INC
269,269,Maharashtra,24,Bhandara,GEN,Praful Manohar Bhai Patel,M,INC,325553,Khushal Parasram Bopche,M,BJP,161995,163558,1991,INC
270,270,Maharashtra,25,Chimur,GEN,Muttemwar Vilas Baburao,M,INC,238272,Shiwankar Mahadeorao Sukaji,M,BJP,190263,48009,1991,INC
271,271,Maharashtra,26,Chandrapur,GEN,Potdukhe Shantaram,M,INC,212948,Temurde Moreshwar Vithalrao,M,JD,125251,87697,1991,INC
272,272,Maharashtra,27,Wardha,GEN,Ghangare Ramchandra Marotrao,M,CPI,182436,Shathe Vasant Purushottam,M,INC,158906,23530,1991,CPI
273,273,Maharashtra,28,Yavatmal,GEN,Uttamrao Deorao Patil,M,INC,187861,Ole Patil Narayan Sitaram,M,JD,116931,70930,1991,INC
274,274,Maharashtra,29,Hingoli,GEN,Gundewar Vilasrao Nagnathrao,M,SHS,145800,Uttam Rathod,M,INC,142007,3793,1991,SHS
275,275,Maharashtra,30,Nanded,GEN,Suryakants Patil (W),F,INC,251021,D.R. Deshmukh,M,SHS,118659,132362,1991,INC
276,276,Maharashtra,31,Parbhani,GEN,Deshmukh Ashokrao Anandrao,M,SHS,143293,Bangar Pratap Ganpatrao,M,JD,123132,20161,1991,SHS
277,277,Maharashtra,32,Jalna,GEN,Ankushrao Tope,M,INC,257837,Pundlik Hari,M,BJP,189630,68207,1991,INC
278,278,Maharashtra,33,Aurangabad,GEN,Moreshwar Save,M,SHS,235859,Zakeria Rafic,M,JD,153440,82419,1991,SHS
279,279,Maharashtra,34,Beed,GEN,Kshirsagar Kesharbai Sonajirao Alias Kaku (W),F,INC,260035,Sadashiv Sitaram Munde,M,BJP,172409,87626,1991,INC
280,280,Maharashtra,35,Latur,GEN,Patil Shivraj Vishwanath,M,INC,237853,Gopalrao Vithalrao Patil,M,BJP,179135,58718,1991,INC
281,281,Maharashtra,36,Osmanabad,SC,Kamble Arvind Tulshiram,M,INC,236627,Vimal Nandkishor Mundada (W),F,BJP,153572,83055,1991,INC
282,282,Maharashtra,37,Solapur,GEN,Sadul Dharmanna Mondayya,M,INC,262623,Bhutada Gopikisan Goverdhandas,M,BJP,182533,80090,1991,INC
283,283,Maharashtra,38,Pandharpur,SC,Thorat Sandipan Bhagwan,M,INC,315641,Kamble Arun Krishnaji,M,JD,80833,234808,1991,INC
284,284,Maharashtra,39,Ahmednagar,GEN,Gadakh Yeshawantrao,M,INC,279520,E.V. Tatha Balasahed Vikhe Patil,M,IND,267883,11637,1991,INC
285,285,Maharashtra,40,Kopargaon,GEN,Kale Shankarrao Deoram,M,INC,311367,Gunjal Vasantrao Sakharam,M,BJP,138910,172457,1991,INC
286,286,Maharashtra,41,Khed,GEN,Navale Vidura Vithoba,M,INC,276013,Bankhele Kishanrao Baburao,M,JD,85605,190408,1991,INC
287,287,Maharashtra,42,Pune,GEN,Anna Joshi,M,BJP,250272,Gadgil Vitthalrao Narhar,M,INC,233334,16938,1991,BJP
288,288,Maharashtra,43,Baramati,GEN,Ajit Annatrao Pawar,M,INC,437293,Pratibha Lokhande (W),F,BJP,101030,336263,1991,INC
289,289,Maharashtra,By Polls (1991),Baramati,GEN,P.S.C.Govindrao,M,INC,508179,P.Lokhande(W),F,BJP,48520,459659,1991,INC
290,290,Maharashtra,44,Satara,GEN,Bhosale Prataprao Baburao,M,INC,261129,Hindurao N. Naik Nimbalkar,M,SHS,101917,159212,1991,INC
291,291,Maharashtra,45,Karad,GEN,Chavan Prithviraj Dajishaheb,M,INC,272440,Nagnnath Naikawadi,M,JD,180060,92380,1991,INC
292,292,Maharashtra,46,Sangli,GEN,Patil Prakashbapu Vasantrao,M,INC,313906,Lad Ganapati Dada,M,CPI,106226,207680,1991,INC
293,293,Maharashtra,47,Ichalkaranji,GEN,Mane Balaso Alias Rajaram Shankarrao,M,INC,360679,Sultanpure Sadashiv Virupaksha,M,JD,103620,257059,1991,INC
294,294,Maharashtra,48,Kolhapur,GEN,Gaikwad Udaysingrao Nanasaheb,M,INC,269508,Phalake Ramchandra Shripatrao,M,SHS,75177,194331,1991,INC
295,295,Manipur,1,Inner Manipur,GEN,Yamnam Yaima,M,MRP,169692,R.K. Jainchandra Singh,M,INC,148595,21097,1991,MRP
296,296,Manipur,2,Outer Manipur,ST,Meijinlung Kamson,M,INC,176428,R. Luikham,M,JD,157059,19369,1991,INC
297,297,Meghalaya,1,Shillong,GEN,Peter G. Marbaniang,M,INC,144895,G.G. Swell,M,IND,125505,19390,1991,INC
298,298,Meghalaya,2,Tura,GEN,Purno A. Sangma,M,INC,136667,Irwin K. Sangma,M,IND,42290,94377,1991,INC
299,299,Mizoram,1,Mizoram,ST,C. Silvera,M,INC,91612,Lalduhoma,M,MNF,82019,9593,1991,INC
300,300,Nagaland,1,Nagaland,GEN,Imchalemba,M,NPC,328015,Shikiho Sema,M,INC,276161,51854,1991,NPC
301,301,Orissa,1,Mayurbhanj,GEN,Bhagey Gobardhan,M,INC,140182,Chaitanya Prasad Majhi,M,JD,90687,49495,1991,INC
302,302,Orissa,By Polls (1994),Mayurbhanj,GEN,Sushila Tiriya,M,INC,157714,Laxman Tudu,M,JD,134243,23471,1991,INC
303,303,Orissa,2,Balasore,GEN,Kartikeswar Patra,M,INC,266139,Samarendra Kundu,M,JD,252921,13218,1991,INC
304,304,Orissa,3,Bhadrak,SC,Arjun Charan Sethi,M,JD,256690,Netra Nand Mallik,M,INC,245751,10939,1991,JD
305,305,Orissa,4,Jajpur,SC,Anadi Charan Das,M,JD,259523,Nabakishore Mallik,M,INC,248094,11429,1991,JD
306,306,Orissa,5,Kendrapara,GEN,Rabi Ray,M,JD,300299,Bhagabat Prasad Mohanty,M,INC,258869,41430,1991,JD
307,307,Orissa,6,Cuttack,GEN,Srikanta Jena,M,JD,287907,Janakiballav Pattnaik,M,INC,244214,43693,1991,JD
308,308,Orissa,7,Jagatsinghpur,GEN,Loknath Choudhury,M,CPI,321635,Nityananda Samantaray,M,INC,304610,17025,1991,CPI
309,309,Orissa,8,Puri,GEN,Braja Kishore Tripathy,M,JD,275608,Gangadhar Mahapatra,M,INC,236651,38957,1991,JD
310,310,Orissa,9,Bhubaneswar,GEN,Shivaji Patnaik,M,CPI,214429,Manmath Nath Das,M,INC,206448,7981,1991,CPI
311,311,Orissa,10,Aska,GEN,Ramachandra Rath,M,INC,233228,Ramakrushna Patnaik,M,JD,203464,29764,1991,INC
312,312,Orissa,11,Berhampur,GEN,Gopinath Gajapathi Naryandeo,M,INC,235260,Surjya Narayan Patro,M,JD,161436,73824,1991,INC
313,313,Orissa,12,Koraput,ST,Giridhar Gomango,M,INC,234501,Jayaram Pangi,M,JD,92907,141594,1991,INC
314,314,Orissa,13,Nowrangpur,ST,Khagapati Pradhani,M,INC,185085,Jadav Majhi,M,JD,128558,56527,1991,INC
315,315,Orissa,14,Kalahandi,GEN,Subash Chandra Nayak,M,INC,133406,Bikram Keshari Deo,M,BJP,104481,28925,1991,INC
316,316,Orissa,15,Phulbani,SC,Mrutyunjaya Nayak,M,INC,232517,Padmanava Behera,M,JD,178487,54030,1991,INC
317,317,Orissa,16,Bolangir,GEN,Sarat Chandra Pattanayak,M,INC,165793,Anang Uday Singh Deo,M,JD,153718,12075,1991,INC
318,318,Orissa,17,Sambalpur,GEN,Krupasindhu Bhoi,M,INC,223213,Bhabanishankar Hota,M,JD,187895,35318,1991,INC
319,319,Orissa,18,Deogarh,GEN,Sriballav Panigrahi,M,INC,197344,Rabinarayanpani,M,JD,173961,23383,1991,INC
320,320,Orissa,19,Dhenkanal,GEN,Raja Kamakhya Prasad Singhdeo Mahindr Bahadur,M,INC,270123,Tathagata Satpathy,M,JD,228437,41686,1991,INC
321,321,Orissa,20,Sundargarh,ST,Frida Topno (W),M,INC,158458,Mangala Kisan,M,JD,120388,38070,1991,INC
322,322,Orissa,21,Keonjhar,ST,Govinda Chandra Munda,M,JD,186317,Kumar Majhi,M,INC,178923,7394,1991,JD
323,323,Rajasthan,1,Ganganagar,SC,Birbal Ram,M,INC,213338,Dungar Ram Panwar,M,BJP,101347,111991,1991,INC
324,324,Rajasthan,2,Bikaner,GEN,Manphool,M,INC,239631,Girdhari Lal Bhobia,M,BJP,202365,37266,1991,INC
325,325,Rajasthan,3,Churu,GEN,Ram Singh,M,BJP,189568,Jai Singh Rathode,M,INC,189400,168,1991,BJP
326,326,Rajasthan,4,Jhunjhunu,GEN,Ayub Khan,M,INC,213903,Madan Lal Saini,M,BJP,193649,20254,1991,INC
327,327,Rajasthan,5,Sikar,GEN,Balram,M,INC,323153,Harlal Singh Kharra,M,BJP,212468,110685,1991,INC
328,328,Rajasthan,6,Jaipur,GEN,Girdhari Lal Bhargava,M,BJP,325668,Nawal Kishore Sharma S/O Pt. Mool Chand Sharma,M,INC,199741,125927,1991,BJP
329,329,Rajasthan,7,Dausa,GEN,Rajesh Pilot,M,INC,242618,Nathu Singh,M,BJP,179337,63281,1991,INC
330,330,Rajasthan,8,Alwar,GEN,Mahendra Kumari (W),F,BJP,201430,Ram Singh Yadav,M,INC,98024,103406,1991,BJP
331,331,Rajasthan,9,Bharatpur,GEN,Krashender Kaur (Deepa) (W),F,BJP,201596,Tayyab Husen,M,JP,105840,95756,1991,BJP
332,332,Rajasthan,10,Bayana,SC,Gangaram Koli,M,BJP,157112,Jagan Nath Pahadia,M,INC,121676,35436,1991,BJP
333,333,Rajasthan,11,Sawai Madhopur,ST,Kunjilal,M,BJP,185556,Ramswaroop Meena,M,INC,168330,17226,1991,BJP
334,334,Rajasthan,12,Ajmer,GEN,Rasa Singh Rawat,M,BJP,211676,Jagdeep Dhankhar,M,INC,186333,25343,1991,BJP
335,335,Rajasthan,13,Tonk,SC,Ram Narain Berwa,M,BJP,176290,Ramkanwar Berwa,M,INC,163271,13019,1991,BJP
336,336,Rajasthan,14,Kota,GEN,Dau Dayal Joshi,M,BJP,227846,Shanti Kumar Dhariwal,M,INC,167443,60403,1991,BJP
337,337,Rajasthan,15,Jhalawar,GEN,Vasundhara Raje (W),F,BJP,245956,Man Singh,M,INC,154796,91160,1991,BJP
338,338,Rajasthan,16,Banswara,ST,Prabhulal Rawat,M,INC,233668,Bahadur Singh,M,JD,118661,115007,1991,INC
339,339,Rajasthan,17,Salumber,ST,Bheru Lal Meena,M,INC,232585,Mahavir Bhagora,M,BJP,162727,69858,1991,INC
340,340,Rajasthan,18,Udaipur,GEN,Girja Vyas (W),F,INC,271147,Gulab Chandra Kataria,M,BJP,244524,26623,1991,INC
341,341,Rajasthan,19,Chittorgarh,GEN,Jaswant Singh,M,BJP,256166,Mahendra Singh Mewar,M,INC,237748,18418,1991,BJP
342,342,Rajasthan,20,Bhilwara,GEN,Shiv Charan Mathur,M,INC,217117,Ram Swaroop Gupta,M,BJP,206356,10761,1991,INC
343,343,Rajasthan,21,Pali,GEN,Gumanmal Lodha,M,BJP,219715,Dharmichand Jain,M,INC,200414,19301,1991,BJP
344,344,Rajasthan,22,Jalore,SC,Buta Singh,M,INC,330702,Jogeshwar Garg,M,BJP,230145,100557,1991,INC
345,345,Rajasthan,23,Barmer,GEN,Ram Niwas Mirdha,M,INC,281840,Kamal Vijay,M,BJP,16878,264962,1991,INC
346,346,Rajasthan,24,Jodhpur,GEN,Ashok Gehlot,M,INC,275900,Ram Narain Bishnoi,M,BJP,226332,49568,1991,INC
347,347,Rajasthan,25,Nagaur,GEN,Nathuram Mirdha,M,INC,343238,Sushil,M,BJP,188194,155044,1991,INC
348,348,Sikkim,1,Sikkim,GEN,Dil Kumari Bhandari (W),F,SSP,103970,Phur Tshering Lepcha,M,IND,3759,100211,1991,SSP
349,349,Tamil Nadu,1,Madras North,GEN,D. Pandian,M,INC,400454,Arunachalam Alias Aladi Aruna,M,DMK,281936,118518,1991,INC
350,350,Tamil Nadu,2,Madras Central,GEN,Anbarasu Era,M,INC,312302,Somu N.V.N.,M,DMK,209031,103271,1991,INC
351,351,Tamil Nadu,3,Madras South,GEN,R. Sridharan,M,AIADMK,418493,T.R. Balu,M,DMK,255965,162528,1991,AIADMK
352,352,Tamil Nadu,4,Sriperumbudur,SC,Maragatham Chandrasekar (W),F,INC,400741,K. Sundaram,M,DMK,220169,180572,1991,INC
353,353,Tamil Nadu,5,Chengalpattu,GEN,Rajemdra Kumar S.S.R.,M,AIADMK,351613,Arumugam C,M,DMK,198407,153206,1991,AIADMK
354,354,Tamil Nadu,6,Arakkonam,GEN,Jeevarathinam R.,M,INC,348516,Kannaiyan M.,M,DMK,171806,176710,1991,INC
355,355,Tamil Nadu,7,Vellore,GEN,Akber Pasha B.,M,INC,383177,Shanmugam P.,M,DMK,184008,199169,1991,INC
356,356,Tamil Nadu,8,Tiruppattur,GEN,Jaya Mohan A.,M,INC,387649,Alagiri K.C.,M,DMK,197188,190461,1991,INC
357,357,Tamil Nadu,9,Vandavasi,GEN,Krishnaswamy M.,M,INC,354451,Venugopal D.,M,DMK,177356,177095,1991,INC
358,358,Tamil Nadu,10,Tindivanam,GEN,Rama Murthee K.,M,INC,341971,Dhayanithi N.,M,DMK,171822,170149,1991,INC
359,359,Tamil Nadu,11,Cuddalore,GEN,Kaliaperumal P.P.,M,INC,360445,Bhuvarahan G.,M,JD,152388,208057,1991,INC
360,360,Tamil Nadu,12,Chidambaram,SC,Vallalperuman P.,M,INC,306121,Sulochana Ayyasamy (W),F,DMK,169231,136890,1991,INC
361,361,Tamil Nadu,13,Dharmapuri,GEN,Thangka Balu K.V.,M,INC,322138,Elangovan P.D.,M,PMK,171649,150489,1991,INC
362,362,Tamil Nadu,14,Krishnagiri,GEN,Rama Murthy K.,M,INC,353033,Manickam R.,M,JD,139919,213114,1991,INC
363,363,Tamil Nadu,15,Rasipuram,SC,Devarajan B.,M,INC,422400,Suhenya I. (W),F,DMK,149415,272985,1991,INC
364,364,Tamil Nadu,16,Salem,GEN,Rangarajanm Kumaramangalam,M,INC,406042,Arthanarisamy K.P.,M,DMK,123474,282568,1991,INC
365,365,Tamil Nadu,17,Tiruchengode,GEN,Soundaram K.S. (W),F,AIADMK,521580,Ramalingam K.P.,M,DMK,207099,314481,1991,AIADMK
366,366,Tamil Nadu,18,Nilgiris,GEN,Prabhu R.,M,INC,387707,Doraisamy S.,M,DMK,206905,180802,1991,INC
367,367,Tamil Nadu,19,Gobichettipalayam,GEN,Narayanan P.G.,M,AIADMK,397431,Lakshmanaiyer G.S.,M,JD,148270,249161,1991,AIADMK
368,368,Tamil Nadu,20,Coimbatore,GEN,Kuppuswamy C.K.,M,INC,408891,Ramani K.,M,CPM,222827,186064,1991,INC
369,369,Tamil Nadu,21,Pollachi,SC,Rajaravivarma B.,M,AIADMK,414810,Dhandapani C.T.,M,DMK,208540,206270,1991,AIADMK
370,370,Tamil Nadu,22,Palani,GEN,Senapathi Gounder A.,M,INC,445897,Kumarsamy K.,M,DMK,185755,260142,1991,INC
371,371,Tamil Nadu,By Polls (1993),Palani,GEN,Kumaraswamy,M,AIADMK,278955,Smt.Subbulaxmi,M,DMK,234070,44885,1991,AIADMK
372,372,Tamil Nadu,23,Dindigul,GEN,C. Srinivasan,M,AIADMK,416652,K. Maya Thevar,M,DMK,192235,224417,1991,AIADMK
373,373,Tamil Nadu,24,Madurai,GEN,Ram Babu A.G.S.,M,INC,425769,Mohan P.,M,CPM,183609,242160,1991,INC
374,374,Tamil Nadu,25,Periyakulam,GEN,R. Ramasamy,M,AIADMK,382759,Rama Krishanan Cumbam,M,DMK,168799,213960,1991,AIADMK
