,State,Name,Type,Candidate,Winning Party,Winner's Votes,Winning Percentage,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up Percentage,Margin,Margin %,Party_clean
0,Andaman and Nicobar Islands,Andaman And Nicobar Islands,GEN,Kuldeep Rai Sharma,INC,95308,45.95,Vishal Jolly,Bharatiya Janata Party,93901,45.28,1407,0.6700000000000017,INC
1,Andhra Pradesh,Araku,ST,Goddeti Madhavi,YSRCP,562190,52.14,Kishore Chandra Deo,TDP,338101,31.36,224089,20.78,YSRCP
2,Andhra Pradesh,Srikakulam,GEN,Ram Mohan Naidu Kinjarapu,TDP,534544,45.91,Duvvada Srinivas,YSRCP,527891,45.34,6653,0.5699999999999932,TDP
3,Andhra Pradesh,Vizianagaram,GEN,Bellana Chandra Sekhar,YSRCP,578418,47.32,Ashok Gajapathi Raju,TDP,530382,43.39,48036,3.93,YSRCP
4,Andhra Pradesh,Visakhapatnam,GEN,M. V. V. Satyanarayana,YSRCP,436906,35.24,Bharat Mathukumilli,TDP,432492,34.88,4414,0.3599999999999994,YSRCP
5,Andhra Pradesh,Anakapalli,GEN,Beesetti Venkata Satyavathi,YSRCP,586226,47.26,Aadari Anand,TDP,497034,40.07,89192,7.189999999999998,YSRCP
6,Andhra Pradesh,Kakinada,GEN,Vanga Geetha,YSRCP,537630,43.47,Chalamalasetti Sunil,TDP,511892,41.39,25738,2.0799999999999983,YSRCP
7,Andhra Pradesh,Amalapuram,SC,Chinta Anuradha,YSRCP,485958,39.34,Ganti Harish,TDP,446163,36.12,39966,3.220000000000006,YSRCP
8,Andhra Pradesh,Rajahmundry,GEN,Margani Bharat,YSRCP,582024,46.54,Maganti Rupa,TDP,460390,36.82,121634,9.72,YSRCP
9,Andhra Pradesh,Narsapuram,GEN,Raghu Rama Krishna Raju,YSRCP,449234,38.1,Vetukuri Venkata Siva Rama Raju,TDP,416558,35.33,31909,2.770000000000003,YSRCP
10,Andhra Pradesh,Eluru,GEN,Kotagiri Sridhar,YSRCP,676809,50.8,Maganti Venkateswara Rao,TDP,510884,38.35,165925,12.449999999999996,YSRCP
11,Andhra Pradesh,Machilipatnam,GEN,Vallabhaneni Balasouri,YSRCP,572850,45.99,Konakalla Narayana Rao,TDP,512612,41.16,60141,4.830000000000005,YSRCP
12,Andhra Pradesh,Vijayawada,GEN,Kesineni Srinivas,TDP,575498,45.04,Prasad V. Potluri,YSR Congress Party,566772,44.36,8726,0.6799999999999997,TDP
13,Andhra Pradesh,Guntur,GEN,Galla Jayadev,TDP,587918,43.5,Modugula Venugopala Reddy,YSR Congress Party,583713,43.19,4205,0.3100000000000023,TDP
14,Andhra Pradesh,Narasaraopet,GEN,Lavu Sri Krishna Devarayalu,YSRCP,745557,51.75,Rayapati Sambasiva Rao,TDP,591555,41.06,153978,10.689999999999998,YSRCP
15,Andhra Pradesh,Bapatla,SC,Nandigam Suresh,YSRCP,598257,47.11,Malyadri Sriram,TDP,582192,45.84,16065,1.269999999999996,YSRCP
16,Andhra Pradesh,Ongole,GEN,Magunta Sreenivasulu Reddy,YSRCP,739202,55.0,Sidda Raghava Rao,TDP,524351,39.01,214851,15.990000000000002,YSRCP
17,Andhra Pradesh,Nandyal,GEN,Pocha Brahmananda Reddy,YSRCP,720888,55.46,Mandra Sivananda Reddy,TDP,470769,36.22,250119,19.24,YSRCP
18,Andhra Pradesh,Kurnool,GEN,Sanjeev Kumar,YSRCP,605462,50.85,Kotla Jayasurya Prakasha Reddy,TDP,456395,38.33,148889,12.520000000000003,YSRCP
19,Andhra Pradesh,Anantapur,GEN,Tallari Rangaiah,YSRCP,695208,51.57,JC Pavan Reddy,TDP,553780,41.08,141428,10.490000000000002,YSRCP
20,Andhra Pradesh,Hindupur,GEN,Kuruva Gorantla Madhav,YSRCP,706602,52.73,Kristappa Nimmala,TDP,565854,42.33,140748,10.4,YSRCP
21,Andhra Pradesh,Kadapa,GEN,Y. S. Avinash Reddy,YSRCP,783499,63.41,Adi Narayana Reddy,TDP,402773,32.6,380976,30.809999999999995,YSRCP
22,Andhra Pradesh,Nellore,GEN,Adala Prabhakara Reddy,YSRCP,683830,53.04,Beeda Masthan Rao,TDP,535259,41.52,148571,11.519999999999996,YSRCP
23,Andhra Pradesh,Tirupati,SC,Balli Durga Prasad Rao,YSRCP,722877,54.91,Panabaka Lakshmi,TDP,494501,37.56,228376,17.349999999999994,YSRCP
24,Andhra Pradesh,Rajampet,GEN,P. V. Midhun Reddy,YSRCP,702211,57.27,D K Satyaprabha,TDP,433927,35.39,268284,21.880000000000003,YSRCP
25,Andhra Pradesh,Chittoor,SC,N. Reddeppa,YSRCP,686792,52.04,Naramalli Sivaprasad,TDP,549521,41.64,137271,10.4,YSRCP
26,Arunachal Pradesh,Arunachal West,ST,Kiren Rijiju,BJP,225796,62.02,Nabam Tuki,INC,50953,14.0,174843,48.02,BJP
27,Arunachal Pradesh,Arunachal East,ST,Tapir Gao,BJP,153883,52.04,Lowangcha Wanglat,INC,83935,28.38,69948,23.66,BJP
28,Assam,Karimganj,SC,Kripanath Mallah,BJP,473046,,Radheshyam Biswas,All India United Democratic Front,434657,,38389,,BJP
29,Assam,Silchar,GEN,Rajdeep Roy,BJP,499414,,Sushmita Dev,INC,417818,,81596,,BJP
30,Assam,Diphu,ST,Horen Sing Bey,BJP,381316,,Biren Singh Engti,INC,141690,,239626,,BJP
31,Assam,Dhubri,GEN,Badruddin Ajmal,AUDF,718764,,Abu Taher Bepari,INC,492506,,226258,,AUDF
32,Assam,Kokrajhar,ST,Naba Kumar Sarania,Independent,484560,,Pramila Rani Brahma,Bodoland People's Front,446774,,37786,,Independent
33,Assam,Barpeta,GEN,Abdul Khaleque,INC,645173,,Kumar Deepak Das,Asom Gana Parishad,504866,,140307,,INC
34,Assam,Guwahati,GEN,Queen Oja,BJP,1008936,,Bobita Sharma,INC,663330,,345606,,BJP
35,Assam,Darrang–Udalguri,GEN,Dilip Saikia,BJP,735469,,Bhubaneswar Kalita,INC,596924,,138545,,BJP
36,Assam,Sonitpur,GEN,Pallab Lochan Das,BJP,684166,,M.G.V.K. Bhanu,INC,441325,,242841,,BJP
37,Assam,Nowgong,GEN,Pradyut Bordoloi,INC,739724,,Rupak Sharma,Bharatiya Janata Party,722972,,16752,,INC
38,Assam,Kaliabor,GEN,Gourav Gogoi,INC,786092,,Moni Madhab Mahanta,Asom Gana Parishad,576098,,209994,,INC
39,Assam,Jorhat,GEN,Topon Kumar Gogoi,BJP,543288,,Sushanta Borgohain,INC,460635,,82653,,BJP
40,Assam,Dibrugarh,GEN,Rameswar Teli,BJP,659583,,Paban Singh Ghatowar,INC,295017,,364566,,BJP
41,Assam,Lakhimpur,GEN,Pradan Baruah,BJP,776406,,Anil Borgohain,INC,425855,,350551,,BJP
42,Bihar,Valmiki Nagar,GEN,Baidyanath Prasad Mahto,JD(U),602660,,Shashwat Kedar,INC,248044,,354616,,JD(U)
43,Bihar,Paschim Champaran,GEN,Sanjay Jaiswal,BJP,603706,,Brijesh Kumar Kushwaha,Rashtriya Lok Samta Party,309800,,293906,,BJP
44,Bihar,Purvi Champaran,GEN,Radha Mohan Singh,BJP,577787,,Akash Kumar Singh,Rashtriya Lok Samta Party,284139,,293648,,BJP
45,Bihar,Sheohar,GEN,Rama Devi,BJP,608678,,Syed Faisal Ali,Rashtriya Janata Dal,268318,,340360,,BJP
46,Bihar,Sitamarhi,GEN,Sunil Kumar Pintu,JD(U),567745,,Arjun Rai,Rashtriya Janata Dal,317206,,250539,,JD(U)
47,Bihar,Madhubani,GEN,Ashok Kumar Yadav,BJP,595843,,Badri Kumar Purbey,Vikassheel Insaan Party,140903,,454940,,BJP
48,Bihar,Jhanjharpur,GEN,Ramprit Mandal,JD(U),602391,,Gulab Yadav,Rashtriya Janata Dal,279440,,322951,,JD(U)
49,Bihar,Supaul,GEN,Dileshwar Kamait,JD(U),597377,,Ranjeet Ranjan,INC,330524,,266853,,JD(U)
50,Bihar,Araria,GEN,Pradeep Kumar Singh,BJP,618434,,Sarfaraz Alam,Rashtriya Janata Dal,481193,,137241,,BJP
51,Bihar,Kishanganj,GEN,Mohammad Jawed,INC,367017,,Syed Mahmood Ashraf,Janata Dal (United),332551,,34466,,INC
52,Bihar,Katihar,GEN,Dulal Chandra Goswami,JD(U),559423,,Tariq Anwar,INC,502220,,57203,,JD(U)
53,Bihar,Purnia,GEN,Santosh Kumar,JD(U),632924,,Uday Singh,INC,369463,,263461,,JD(U)
54,Bihar,Madhepura,GEN,Dinesh Chandra Yadav,JD(U),624334,,Sharad Yadav,Rashtriya Janata Dal,322807,,301527,,JD(U)
55,Bihar,Darbhanga,GEN,Gopal Jee Thakur,BJP,586668,,Abdul Bari Siddiqui,Rashtriya Janata Dal,318689,,267979,,BJP
56,Bihar,Muzaffarpur,GEN,Ajay Nishad,BJP,666878,,Raj Bhushan Singh,Vikassheel Insaan Party,256890,,409988,,BJP
57,Bihar,Vaishali,GEN,Veena Devi,LJP,568215,,Raghuvansh Prasad Singh,Rashtriya Janata Dal,333631,,234584,,LJP
58,Bihar,Gopalganj,SC,Alok Kumar Suman,JD(U),568150,,Surendra Ram,Rashtriya Janata Dal,281716,,286434,,JD(U)
59,Bihar,Siwan,GEN,Kavita Singh,JD(U),448473,,Hena Shahab,Rashtriya Janata Dal,331515,,116958,,JD(U)
60,Uttar Pradesh,Maharajganj,GEN,Janardan Singh Sigriwal,BJP,546352,,Randhir Kumar Singh,Rashtriya Janata Dal,315580,,230772,,BJP
61,Bihar,Saran,GEN,Rajiv Pratap Rudy,BJP,499342,,Chandrika Roy,Rashtriya Janata Dal,360913,,138429,,BJP
62,Bihar,Hajipur,SC,Pashupati Kumar Paras,LJP,541310,,Shiv Chandra Ram,Rashtriya Janata Dal,335861,,205449,,LJP
63,Bihar,Ujiarpur,GEN,Nityanand Rai,BJP,543906,,Upendra Kushwaha,Rashtriya Lok Samta Party,266628,,277278,,BJP
64,Bihar,Samastipur,SC,Ram Chandra Paswan,LJP,562443,,Ashok Kumar,INC,310800,,251643,,LJP
65,Bihar,Begusarai,GEN,Giriraj Singh,BJP,692193,,Kanhaiya Kumar,Communist Party of India,269976,,422217,,BJP
66,Bihar,Khagaria,GEN,Mehboob Ali Kaiser,LJP,510193,,Mukesh Sahani,Vikassheel Insaan Party,261623,,248570,,LJP
67,Bihar,Bhagalpur,GEN,Ajay Kumar Mandal,JD(U),618254,,Shailesh Kumar Mandal,Rashtriya Janata Dal,340624,,277630,,JD(U)
68,Bihar,Banka,GEN,Giridhari Yadav,JD(U),477788,,Jay Prakash Narayan Yadav,Rashtriya Janata Dal,277256,,200532,,JD(U)
69,Bihar,Munger,GEN,Rajiv Ranjan Singh,JD(U),528762,,Nilam Devi,INC,360825,,167937,,JD(U)
70,Bihar,Nalanda,GEN,Kaushalendra Kumar,JD(U),540888,,Ashok Kumar Azad,Hindustani Awam Morcha,284751,,256137,,JD(U)
71,Bihar,Patna Sahib,GEN,Ravi Shankar Prasad,BJP,607506,,Shatrughan Sinha,INC,322849,,284657,,BJP
72,Bihar,Pataliputra,GEN,Ram Kripal Yadav,BJP,509557,,Misa Bharti,Rashtriya Janata Dal,470236,,39321,,BJP
73,Bihar,Arrah,GEN,R. K. Singh,BJP,566480,,Raju Yadav,Communist Party of India (Marxist-Leninist) (Liberation),419195,,147285,,BJP
74,Bihar,Buxar,GEN,Ashwini Kumar Choubey,BJP,473053,,Jagadanand Singh,Rashtriya Janata Dal,355444,,117609,,BJP
75,Bihar,Sasaram,SC,Chhedi Paswan,BJP,494800,,Meira Kumar,INC,329055,,165745,,BJP
76,Bihar,Karakat,GEN,Mahabali Singh,JD(U),398408,,Upendra Kushwaha,Rashtriya Lok Samta Party,313866,,84542,,JD(U)
77,Bihar,Jahanabad,GEN,Chandeshwar Prasad,JD(U),335584,,Surendra Prasad Yadav,Rashtriya Janata Dal,333833,,1751,,JD(U)
78,Maharashtra,Aurangabad,GEN,Sushil Kumar Singh,BJP,431541,,Upendra Prasad,Hindustani Awam Morcha,358934,,72607,,BJP
79,Bihar,Gaya,SC,Vijay Kumar Manjhi,JD(U),467007,,Jitan Ram Manjhi,Hindustani Awam Morcha,314581,,152426,,JD(U)
80,Bihar,Nawada,GEN,Chandan Singh,LJP,495684,,Vibha Devi,Rashtriya Janata Dal,347612,,148072,,LJP
81,Bihar,Jamui,SC,Chirag Paswan,LJP,529134,,Bhudeo Choudhary,Rashtriya Lok Samta Party,288085,,241049,,LJP
82,Chandigarh,Chandigarh,GEN,Kirron Kher,BJP,231188,,Pawan Kumar Bansal,INC,184218,,46970,,BJP
83,Chhattisgarh,Surguja,ST,Renuka Singh,BJP,663711,,Khel Sai Singh,INC,505838,,157873,,BJP
84,Chhattisgarh,Raigarh,ST,Gomati Sai,BJP,658335,,Laljeet Singh Rathia,INC,592308,,66027,,BJP
85,Chhattisgarh,Janjgir‑Champa,SC,Guharam Ajgalley,BJP,572790,,Ravi Parasram Bhardwaj,INC,489535,,83255,,BJP
86,Chhattisgarh,Korba,GEN,Jyotsna Mahant,INC,523410,,Jyoti Nand Dubey,Bharatiya Janata Party,497061,,26349,,INC
87,Chhattisgarh,Bilaspur,GEN,Arun Sao,BJP,634559,,Atal Srivastav,INC,492796,,141763,,BJP
88,Chhattisgarh,Rajnandgaon,GEN,Santosh Pandey,BJP,662387,,Bhola Ram Sahu,INC,550421,,111966,,BJP
89,Chhattisgarh,Durg,GEN,Vijay Baghel,BJP,849374,,Pratima Chandrakar,INC,457396,,391978,,BJP
90,Chhattisgarh,Raipur,GEN,Sunil Kumar Soni,BJP,837902,,Pramod Dubey,INC,489664,,348238,,BJP
91,Chhattisgarh,Mahasamund,GEN,Chunni Lal Sahu,BJP,616580,,Dhanendra Sahu,INC,526069,,90511,,BJP
92,Chhattisgarh,Bastar,ST,Deepak Baij,INC,402527,,Baiduram Kashyap,Bharatiya Janata Party,363545,,38982,,INC
93,Chhattisgarh,Kanker,ST,Mohan Mandavi,BJP,546233,,Biresh Thakur,INC,539319,,6914,,BJP
94,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,ST,Mohanbhai Delkar,Independent,90421,,Natubhai Patel,Bharatiya Janata Party,81420,,9001,,Independent
95,Dadra and Nagar Haveli and Daman and Diu,Daman And Diu,GEN,Lalubhai Patel,BJP,37597,,Dahyabhai Patel,INC,27655,,9942,,BJP
96,Delhi,Chandni Chowk,GEN,Harsh Vardhan,BJP,519055,,Jai Parkash Aggarwal,INC,290910,,228145,,BJP
97,Delhi,North East Delhi,GEN,Manoj Tiwari,BJP,787799,,Sheila Dikshit,INC,421697,,366102,,BJP
98,Delhi,East Delhi,GEN,Gautam Gambhir,BJP,696156,,Arvinder Singh Lovely,INC,304934,,391222,,BJP
99,Delhi,New Delhi,GEN,Meenakshi Lekhi,BJP,504206,,Ajay Maken,INC,247702,,256504,,BJP
100,Delhi,North West Delhi,SC,Hans Raj Hans,BJP,848663,,Gugan Singh Ranga,Aam Aadmi Party,294766,,553897,,BJP
101,Delhi,West Delhi,GEN,Parvesh Verma,BJP,865648,,Mahabal Mishra,INC,287162,,578486,,BJP
102,Delhi,South Delhi,GEN,Ramesh Bidhuri,BJP,687014,,Raghav Chadha,Aam Aadmi Party,319971,,367043,,BJP
103,Goa,North Goa,GEN,Shripad Yesso Naik,BJP,244844,,Giri Raya Chodankar,INC,164597,,80247,,BJP
104,Goa,South Goa,GEN,Francisco Sardinha,INC,201561,,Narendra Keshav Sawaikar,Bharatiya Janata Party,191806,,9755,,INC
105,Gujarat,Kachchh,SC,Vinodbhai Chavda,BJP,637034,,Naresh Maheshwari,INC,331521,,305513,,BJP
106,Gujarat,Banaskantha,GEN,Parbatbhai Patel,BJP,679108,,Parthibhai Bhatol,INC,310812,,368296,,BJP
107,Gujarat,Patan,GEN,Bharatsinhji Dabhi Thakor,BJP,633368,,Jagdish Thakor,INC,439489,,193879,,BJP
108,Gujarat,Mahesana,GEN,Shardaben Patel,BJP,659525,,A. J. Patel,INC,378006,,281519,,BJP
109,Gujarat,Sabarkantha,GEN,Dipsinh Rathod,BJP,701984,,Rajendra Thakor,INC,432997,,268987,,BJP
110,Gujarat,Gandhinagar,GEN,Amit Shah,BJP,894624,,C. J. Chavada,INC,337610,,557014,,BJP
111,Gujarat,Ahmedabad East,GEN,Hasmukhbhai Patel,BJP,749834,,Gitaben Patel,INC,315504,,434330,,BJP
112,Gujarat,Ahmedabad West,SC,Kirit Solanki,BJP,641622,,Raju Parmar,INC,320076,,321546,,BJP
113,Gujarat,Surendranagar,GEN,Mahendra Munjapara,BJP,631844,,Somabhai Patel,INC,354407,,277437,,BJP
114,Gujarat,Rajkot,GEN,Mohan Kundariya,BJP,758645,,Lalit Kagathara,INC,390238,,368407,,BJP
115,Gujarat,Porbandar,GEN,Rameshbhai Dhaduk,BJP,563881,,Lalit Vasoya,INC,334058,,229823,,BJP
116,Gujarat,Jamnagar,GEN,Poonamben Maadam,BJP,591588,,Murubhai Kandoriya,INC,354784,,236804,,BJP
117,Gujarat,Junagadh,GEN,Rajesh Chudasama,BJP,547952,,Punjabhai Vansh,INC,397767,,150185,,BJP
118,Gujarat,Amreli,GEN,Naranbhai Kachhadiya,BJP,529035,,Paresh Dhanani,INC,327604,,201431,,BJP
119,Gujarat,Bhavnagar,GEN,Bharti Shiyal,BJP,661273,,Manhar Patel,INC,331754,,329519,,BJP
120,Gujarat,Anand,GEN,Mitesh Patel,BJP,633097,,Bharatbhai Solanki,INC,435379,,197718,,BJP
121,Gujarat,Kheda,GEN,Devusinh Chauhan,BJP,714572,,Bimal Shah,INC,347427,,367145,,BJP
122,Gujarat,Panchmahal,GEN,Ratansinh Rathod,BJP,732136,,V. K. Khant,INC,303595,,428541,,BJP
123,Gujarat,Dahod,ST,Jasvantsinh Bhabhor,BJP,561760,,Babubhai Katara,INC,434164,,127596,,BJP
124,Gujarat,Vadodara,GEN,Ranjanben Bhatt,BJP,883719,,Prashant Patel,INC,294542,,589177,,BJP
125,Gujarat,Chhota Udaipur,ST,Gitaben Rathva,BJP,764445,,Ranjit Mohansinh Rathwa,INC,386502,,377943,,BJP
126,Gujarat,Bharuch,GEN,Mansukhbhai Vasava,BJP,637795,,Sherkhan Abdulsakur Pathan,INC,303581,,334214,,BJP
127,Gujarat,Bardoli,ST,Parbhubhai Vasava,BJP,742273,,Tusharbhai Chaudhari,INC,526826,,215447,,BJP
128,Gujarat,Surat,GEN,Darshana Jardosh,BJP,795651,,Ashok Adhevada,INC,247421,,548230,,BJP
129,Gujarat,Navsari,GEN,C. R. Patil,BJP,972739,,Dharmesh Bhimbhai Patel,INC,283071,,689668,,BJP
130,Gujarat,Valsad,ST,K C Patel,BJP,771980,,Jitu Chaudhary,INC,418183,,353797,,BJP
131,Haryana,Ambala,SC,Rattan Lal Kataria,BJP,746508,,Selja Kumari,INC,404163,,342345,,BJP
132,Haryana,Kurukshetra,GEN,Nayab Singh,BJP,688629,,Nirmal Singh,INC,304038,,384591,,BJP
133,Haryana,Sirsa,SC,Sunita Duggal,BJP,714351,,Ashok Tanwar,INC,404433,,309918,,BJP
134,Haryana,Hisar,GEN,Bijendra Singh,BJP,603289,,Dushyant Chautala,Jannayak Janta Party,289221,,314068,,BJP
135,Haryana,Karnal,GEN,Sanjay Bhatia,BJP,911594,,Kuldeep Sharma,INC,255452,,656142,,BJP
136,Haryana,Sonipat,GEN,Ramesh Chander Kaushik,BJP,587664,,Bhupinder Singh Hooda,INC,422800,,164864,,BJP
137,Haryana,Rohtak,GEN,Arvind Kumar Sharma,BJP,573845,,Deepender Singh Hooda,INC,566342,,7503,,BJP
138,Haryana,Bhiwani‑Mahendragarh,GEN,Dharambir Singh,BJP,736699,,Shruti Choudhry,INC,292236,,444463,,BJP
139,Haryana,Gurgaon,GEN,Inderjit Singh Rao,BJP,881546,,Ajay Singh Yadav,INC,495290,,386256,,BJP
140,Haryana,Faridabad,GEN,Krishan Pal Gurjar,BJP,913222,,Avtar Singh Bhadana,INC,274983,,638239,,BJP
141,Himachal Pradesh,Kangra,GEN,Kishan Kapoor,BJP,725218,,Pawan Kajal,INC,247595,,477623,,BJP
142,Himachal Pradesh,Mandi,GEN,Ram Swaroop Sharma,BJP,647189,,Aashray Sharma,INC,241730,,405459,,BJP
143,Uttar Pradesh,Hamirpur,GEN,Anurag Thakur,BJP,682692,,Ram Lal Thakur,INC,283120,,399572,,BJP
144,Himachal Pradesh,Shimla,SC,Suresh Kumar Kashyap,BJP,606183,,Dhani Ram Shandil,INC,278668,,327515,,BJP
145,Jammu And Kashmir,Baramulla,GEN,Mohammad Akbar Lone,JKNC,133376,,Raja Aijaz Ali,Jammu and Kashmir People's Conference,102618,,30758,,JKNC
146,Jammu And Kashmir,Srinagar,GEN,Farooq Abdullah,JKNC,106750,,Aga Syed Mohsin,Jammu and Kashmir Peoples Democratic Party,36700,,70050,,JKNC
147,Jammu And Kashmir,Anantnag‑Rajouri,GEN,Hasnain Masoodi,JKNC,40180,,Ghulam Ahmad Mir,INC,33504,,6676,,JKNC
148,Ladakh,Ladakh,GEN,Jamyang Tsering Namgyal,BJP,42914,,Sajjad Hussain,Independent,31984,,10930,,BJP
149,Jammu And Kashmir,Udhampur,GEN,Jitendra Singh,BJP,724311,,Vikramaditya Singh,INC,367059,,357252,,BJP
150,Jammu And Kashmir,Jammu,GEN,Jugal Kishore Sharma,BJP,858066,,Raman Bhalla,INC,555191,,302875,,BJP
151,Jharkhand,Rajmahal,ST,Vijay Hansdak,JMM,507830,,Hemlal Murmu,Bharatiya Janata Party,408635,,99195,,JMM
152,Jharkhand,Dumka,ST,Sunil Soren,BJP,484923,,Shibu Soren,Jharkhand Mukti Morcha,437333,,47590,,BJP
153,Jharkhand,Godda,GEN,Nishikant Dubey,BJP,637610,,Pradeep Yadav,Jharkhand Vikas Morcha (Prajatantrik),453383,,184227,,BJP
154,Jharkhand,Chatra,GEN,Sunil Kumar Singh,BJP,528077,,Manoj Kumar Yadav,INC,150206,,377871,,BJP
155,Jharkhand,Kodarma,GEN,Annapurna Devi Yadav,BJP,753016,,Babulal Marandi,Jharkhand Vikas Morcha (Prajatantrik),297416,,455600,,BJP
156,Jharkhand,Giridih,GEN,Chandra Prakash Chaudhary,AJSU,648277,,Jagarnath Mahto,Jharkhand Mukti Morcha,399930,,248347,,AJSU
157,Jharkhand,Dhanbad,GEN,Pashupati Nath Singh,BJP,827234,,Kirti Azad,INC,341040,,486194,,BJP
158,Jharkhand,Ranchi,GEN,Sanjay Seth,BJP,706828,,Subodh Kant Sahay,INC,423802,,283026,,BJP
159,Jharkhand,Jamshedpur,GEN,Vidyut Mahato,BJP,679632,,Champai Soren,Jharkhand Mukti Morcha,377542,,302090,,BJP
160,Jharkhand,Singhbhum,SC,Geeta Koda,INC,431815,,Laxman Giluwa,Bharatiya Janata Party,359660,,72155,,INC
161,Jharkhand,Khunti,ST,Arjun Munda,BJP,382638,,Kali Charan Munda,INC,381193,,1445,,BJP
162,Jharkhand,Lohardaga,ST,Sudarshan Bhagat,BJP,371595,,Sukhdeo Bhagat,INC,361232,,10363,,BJP
163,Jharkhand,Palamu,SC,Vishnu Dayal Ram,BJP,755659,,Ghuran Ram,Rashtriya Janata Dal,278053,,477606,,BJP
164,Jharkhand,Hazaribagh,GEN,Jayant Sinha,BJP,728798,,Gopal Sahu,INC,249250,,479548,,BJP
165,Karnataka,Chikkodi,GEN,Annasaheb Jolle,BJP,645017,,Prakash Hukkeri,INC,526140,,118877,,BJP
166,Karnataka,Belgaum,GEN,Suresh Angadi,BJP,761991,,Sadhunavar,INC,370687,,391304,,BJP
167,Karnataka,Bagalkot,GEN,P. C. Gaddigoudar,BJP,664638,,Veena Kashappanavar,INC,496451,,168187,,BJP
168,Karnataka,Bijapur,SC,Ramesh Jigajinagi,BJP,635867,,Sunita Devanand Chavan,Janata Dal (Secular),377829,,258038,,BJP
169,Karnataka,Gulbarga,SC,Umesh. G. Jadhav,BJP,620192,,Mallikarjun Kharge,INC,524740,,95452,,BJP
170,Karnataka,Raichur,ST,Raja Amareswara Naik,BJP,598337,,B. V. Nayak,INC,480621,,117716,,BJP
171,Karnataka,Bidar,GEN,Bhagwanth Khuba,BJP,585471,,Eshwara Khandre,INC,468637,,116834,,BJP
172,Karnataka,Koppal,GEN,Karadi Sanganna,BJP,586783,,Rajashekar Hitnal,INC,548386,,38397,,BJP
173,Karnataka,Bellary,ST,Y. Devendrappa,BJP,616388,,V. S. Ugrappa,INC,560681,,55707,,BJP
174,Karnataka,Haveri,GEN,Shivkumar Udasi,BJP,683660,,D. R. Patil,INC,542778,,140882,,BJP
175,Karnataka,Dharwad,GEN,Pralhad Joshi,BJP,684837,,Vinay Kulkarni,INC,479765,,205072,,BJP
176,Karnataka,Uttara Kannada,GEN,Anantkumar Hegde,BJP,786042,,Anand Asnotikar,Janata Dal (Secular),306393,,479649,,BJP
177,Karnataka,Davanagere,GEN,G. M. Siddeshwara,BJP,652996,,H. B. Manjappa,INC,483294,,169702,,BJP
178,Karnataka,Shimoga,GEN,B. Y. Raghavendra,BJP,729872,,Madhu Bangarappa,Janata Dal (Secular),506512,,223360,,BJP
179,Karnataka,Udupi Chikmagalur,GEN,Shobha Karandlaje,BJP,718916,,Pramod Madhwaraj,Janata Dal (Secular),369317,,349599,,BJP
180,Karnataka,Hassan,GEN,Prajwal Revanna,JD(S),676606,,A. Manju,Bharatiya Janata Party,535282,,141324,,JD(S)
181,Karnataka,Dakshina Kannada,GEN,Nalin Kumar Kateel,BJP,774285,,Mithun M. Rai,INC,499664,,274621,,BJP
182,Karnataka,Chitradurga,SC,A Narayanaswamy,BJP,626195,,B. N. Chandrappa,INC,546017,,80178,,BJP
183,Karnataka,Tumkur,GEN,G. S. Basavaraj,BJP,596127,,H. D. Devegowda,Janata Dal (Secular),582788,,13339,,BJP
184,Karnataka,Mandya,GEN,Sumalatha Ambareesh,Independent,703660,,Nikhil Kumaraswamy,Janata Dal (Secular),577784,,125876,,Independent
185,Karnataka,Mysore,GEN,Pratap Simha,BJP,688974,,C. H. Vijayashankar,INC,550327,,138647,,BJP
186,Karnataka,Chamarajanagar,SC,Srinivas Prasad,BJP,568537,,R. Dhruvanarayana,INC,566720,,1817,,BJP
187,Karnataka,Bangalore Rural,GEN,D. K. Suresh,INC,878258,,Ashwathnarayan Gowda,Bharatiya Janata Party,671388,,206870,,INC
188,Karnataka,Bangalore North,GEN,Sadananda Gowda,BJP,824500,,Krishna Byre Gowda,INC,676982,,147518,,BJP
189,Karnataka,Bangalore Central,GEN,P. C. Mohan,BJP,602853,,Rizwan Arshad,INC,531885,,70968,,BJP
190,Karnataka,Bangalore South,GEN,Tejasvi Surya,BJP,739229,,B. K. Hariprasad,INC,408037,,331192,,BJP
191,Karnataka,Chikballapur,GEN,B. N. Bache Gowda,BJP,745912,,M. Veerappa Moily,INC,563802,,182110,,BJP
192,Karnataka,Kolar,GEN,S. Muniswamy,BJP,709165,,K. H. Muniyappa,INC,499144,,210021,,BJP
193,Kerala,Kasaragod,GEN,Rajmohan Unnithan,INC,474961,,K. P. Satheesh Chandran,Communist Party of India (Marxist),434523,,40438,,INC
194,Kerala,Kannur,GEN,K. Sudhakaran,INC,529741,,P.K. Sreemathy,Communist Party of India (Marxist),435182,,94559,,INC
195,Kerala,Vatakara,GEN,K. Muraleedharan,INC,526755,,P. Jayarajan,Communist Party of India (Marxist),442092,,84663,,INC
196,Kerala,Wayanad,GEN,Rahul Gandhi,INC,706367,,P. P. Suneer,Communist Party of India,274597,,431770,,INC
197,Kerala,Kozhikode,GEN,M. K. Raghavan,INC,493444,,A. Pradeepkumar,Communist Party of India (Marxist),408219,,85225,,INC
