,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
179,179,Jharkhand,4,Chatra,GEN,Inder Singh Namdhari,M,IND,108336,Dhiraj Prasad Sahu,M,INC,92158,16178,2009,IND
180,180,Jharkhand,5,Kodarma,GEN,"Babu Lal Marandi,",M,J.V.M (P),199462,Raj Kumar Yadav,M,CPI(ML)(L),150942,48520,2009,J.V.M (P)
181,181,Jharkhand,6,Giridih,GEN,Ravindra Kumar Pandey,M,BJP,233435,Teklal Mahto,M,JMM,138697,94738,2009,BJP
182,182,Jharkhand,7,Dhanbad,GEN,Pashupati Nath Singh,M,BJP,260521,Chandrashekhar Dubey,M,INC,202474,58047,2009,BJP
183,183,Jharkhand,8,Ranchi,GEN,Subodh Kant Sahai,M,INC,310499,Ram Tahal Choudhary,M,BJP,297149,13350,2009,INC
184,184,Jharkhand,9,Jamshedpur,GEN,Dr. (Shri) Ajay Kumar,M,J.V.M (P),319620,Suman Mahato,M,JMM,199957,119663,2009,J.V.M (P)
185,185,Jharkhand,By Polls (2011),Jamshedpur,GEN,Ajay Kumar,M,J.V.M (P),276582,D. Goswami,M,BJP,120856,155726,2009,J.V.M (P)
186,186,Jharkhand,10,Singhbhum,SC,Madhu Kora,M,IND,256827,Barkuwar Gagrai,M,BJP,167154,89673,2009,IND
187,187,Jharkhand,11,Khunti,ST,Kariya Munda,M,BJP,210214,Neil Tirkey,M,INC,130039,80175,2009,BJP
188,188,Jharkhand,12,Lohardaga,ST,Sudarshan Bhagat,M,BJP,144628,Chamra Linda,M,IND,136345,8283,2009,BJP
189,189,Jharkhand,13,Palamu,SC,Kameshwar Baitha,M,JMM,167995,Ghuran Ram,M,RJD,144457,23538,2009,JMM
190,190,Jharkhand,14,Hazaribagh,GEN,Yashwant Sinha,M,BJP,219810,Saurabh Narain Singh,M,INC,179646,40164,2009,BJP
191,191,Karnataka,1,Chikkodi,GEN,Ramesh Vishwanath Katti,M,BJP,438081,Prakash Babanna Hukkeri,M,INC,382794,55287,2009,BJP
192,192,Karnataka,2,Belgaum,GEN,Suresh Chanabasappa Angadi,M,BJP,384324,Amarsinh Vasantrao Patil,M,INC,265637,118687,2009,BJP
193,193,Karnataka,3,Bagalkot,GEN,Parvatagouda Chandanagouda Gaddigoudar,M,BJP,413272,J.T.Patil,M,INC,377826,35446,2009,BJP
194,194,Karnataka,4,Bijapur,SC,Ramesh Chandappa Jigajinagi,M,BJP,308939,Prakash Kubasing Rathod,M,INC,266535,42404,2009,BJP
195,195,Karnataka,5,Gulbarga,SC,Mallikarjun Kharge,M,INC,345241,Revunaik Belamgi,M,BJP,331837,13404,2009,INC
196,196,Karnataka,6,Raichur,ST,S. Pakkirappa,M,BJP,316450,Raja Venkatappa Naik,M,INC,285814,30636,2009,BJP
197,197,Karnataka,7,Bidar,GEN,N.Dharam Singh,M,INC,337957,Gurupadappa Nagmarpalli,M,BJP,298338,39619,2009,INC
198,198,Karnataka,8,Koppal,GEN,Shivaramagouda,M,BJP,291693,Basavaraj Rayareddy,M,INC,209904,81789,2009,BJP
199,199,Karnataka,9,Bellary,ST,Smt. J. Shantha,F,BJP,402213,N.Y. Hanumanthappa,M,INC,399970,2243,2009,BJP
200,200,Karnataka,10,Haveri,GEN,Shivkumar Chanabasappa Udasi,M,BJP,430293,Saleem Ahamed,M,INC,342373,87920,2009,BJP
201,201,Karnataka,11,Dharwad,GEN,Pralhad Venkatesh Joshi,M,BJP,446786,Kunnur Manjunath Channappa,M,INC,309123,137663,2009,BJP
202,202,Karnataka,12,Uttara Kannada,GEN,Anant Kumar Dattatreya Hegde,M,BJP,339300,Alva Margaret,M,INC,316531,22769,2009,BJP
203,203,Karnataka,13,Davanagere,GEN,Gowdar Mallikarjunappa Siddeshwara,M,BJP,423447,S.S. Mallikarjuna,M,INC,421423,2024,2009,BJP
204,204,Karnataka,14,Shimoga,GEN,Raghavendra Yeddyurappa,M,BJP,482783,S. Bangarappa,M,INC,429890,52893,2009,BJP
205,205,Karnataka,15,Udupi Chikmagalur,GEN,Jayaprakash Korgi Hegde,M,INC,401441,D.V.Sadananda Gowda,M,BJP,374423,27018,2009,INC
206,206,Karnataka,By Polls (2012),Udupi Chikmagalur,GEN,K.J. Hegde,M,INC,398723,S. Kumar V.,M,BJP,352999,45724,2009,INC
207,207,Karnataka,16,Hassan,GEN,H.D. Devegowda,M,JD(S),496429,K. H. Hanume Gowda,M,BJP,205316,291113,2009,JD(S)
208,208,Karnataka,17,Dakshina Kannada,GEN,Nalin Kumar Kateel,M,BJP,499385,Janardhana Poojary,M,INC,458965,40420,2009,BJP
209,209,Karnataka,18,Chitradurga,SC,Janardhana Swamy,M,BJP,370920,Dr. B Thippeswamy,M,INC,235349,135571,2009,BJP
210,210,Karnataka,19,Tumkur,GEN,Gangasandra Siddappa Basavaraj,M,BJP,331064,Muddahanumegowda S.P.,M,JD(S),309619,21445,2009,BJP
211,211,Karnataka,20,Mandya,GEN,N. Chaluvaraya Swamy,M,JD(S),384443,M H Ambareesh,M,INC,360943,23500,2009,JD(S)
212,212,Karnataka,21,Mysore,GEN,Adagooru Huchegowda Vishwanath,M,INC,354810,C.H.Vijayashankar,M,BJP,347119,7691,2009,INC
213,213,Karnataka,22,Chamarajanagar,SC,Rangaswamy Dhruvanarayana,M,INC,369970,A.R.Krishnamurthy,M,BJP,365968,4002,2009,INC
214,214,Karnataka,23,Bangalore Rural,GEN,H.D. Kumaraswamy,M,JD(S),493302,C. P. Yogeeshwara,M,BJP,363027,130275,2009,JD(S)
215,215,Karnataka,By Polls (2013),Bangalore Rural,GEN,D. K. Suresh,M,INC,578000,Anitha Kumaraswamy,M,JD(S),456000,122000,2009,INC
216,216,Karnataka,24,Bangalore North,GEN,Chandre D.B. Gowda,M,BJP,452920,C. K. Jaffer Sharief,M,INC,393255,59665,2009,BJP
217,217,Karnataka,25,Bangalore Central,GEN,P. C. Mohan,M,BJP,340162,H.T.Sangliana,M,INC,304944,35218,2009,BJP
218,218,Karnataka,26,Bangalore South,GEN,Ananth Kumar,M,BJP,437953,Krishna Byre Gowda,M,INC,400341,37612,2009,BJP
219,219,Karnataka,27,Chikkaballapur,GEN,Dr.(Shri) M. Veerappa Moily,M,INC,390500,C.Aswathanarayana,M,BJP,339119,51381,2009,INC
220,220,Karnataka,28,Kolar,GEN,K.H. Muniyappa,M,INC,344771,D.S.Veeraiah,M,BJP,321765,23006,2009,INC
221,221,Kerala,1,Kasaragod,GEN,P. Karunakaran,M,CPI,385522,Shahida Kamal,M,INC,321095,64427,2009,CPI
222,222,Kerala,2,Kannur,GEN,Kumbakudi Sudhakaran,M,INC,432878,K.K Ragesh,M,CPM,389727,43151,2009,INC
223,223,Kerala,3,Vatakara,GEN,Ramachandran Mullappally,M,INC,421255,Adv. P. Satheedevi,M,CPM,365069,56186,2009,INC
224,224,Kerala,4,Wayanad,GEN,M. I. Shanavas,M,INC,410703,Advocate M. Rahmathulla,M,CPI,257264,153439,2009,INC
225,225,Kerala,5,Kozhikode,GEN,M. K. Raghavan,M,INC,342309,Adv. P.A. Mohamed Riyas,M,CPM,341471,838,2009,INC
226,226,Kerala,6,Malappuram,GEN,E. Ahamed,M,IUML,427940,T.K. Hamza,M,CPM,312343,115597,2009,IUML
227,227,Kerala,7,Ponnani,GEN,E. T. Mohammed Basheer,M,IUML,385801,Dr. Hussain Randathani,M,IND,303117,82684,2009,IUML
