,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year
530,West Bengal,34,Purulia,GEN,Chitta Ranjan Mahata,M,FBL,227453,Ram Pada Singha,M,INC(I),122561,104892,1980
531,West Bengal,35,Bankura,GEN,Acharia Basudeb,M,CPM,199557,Singh Deo Sahankar Narayan,M,INC(I),155646,43911,1980
532,West Bengal,36,Vishnupur,SC,Ajit Kumar Saha,M,CPM,299289,Tulsi Das Mandal,M,INC(I),189089,110200,1980
533,West Bengal,37,Durgapur,SC,Krishna Chandra Halder,M,CPM,285369,Surya Kumar Roy,M,INC(I),190182,95187,1980
534,West Bengal,38,Asansol,GEN,Ananda Gopal Mukhopadhya,M,INC(I),175703,Robin Sen,M,CPM,166051,9652,1980
535,West Bengal,39,Burdwan,GEN,Sushil Kumar Bhattacharya,M,CPM,320990,Chowdhury Narayan,M,INC(I),201263,119727,1980
536,West Bengal,40,Katwa,GEN,Saifuddin Chwdhury,M,CPM,322080,Dhirendra Nath Basu,M,INC(I),200920,121160,1980
537,West Bengal,41,Bolpur,GEN,Saradish Roy,M,CPM,264798,Pranab Kumar Mukherjee,M,INC(I),196169,68629,1980
538,West Bengal,42,Birbhum,SC,Gadadhar Saha,M,CPM,223756,Badal Chandra Bagdi,M,INC(I),183093,40663,1980
539,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,INC(I),42046,P.K.S. Prasad,M,CPM,16014,26032,1980
540,Chandigarh,1,Chandigarh,GEN,Jagan Nath Kasuhal,M,INC(I),61624,Ram Swrup,M,IND,28305,33319,1980
541,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,ST,Mahala Ramji Potla,M,INC(I),19277,Gond Devaji Raju,M,JNP,5697,13580,1980
542,Delhi,1,New Delhi,GEN,Atal Bihari Vajpayee,M,JNP,94098,C.M. Stephen,M,INC(I),89053,5045,1980
543,Delhi,2,South Delhi,GEN,Charanjit Singh (West Friends Colony),M,INC(I),150513,Vijay Kumar Malhotra,M,JNP,146413,4100,1980
544,Delhi,3,Outer Delhi,GEN,Sajjan Kumar,M,INC(I),188979,Brij Mohan,M,JNP,90527,98452,1980
545,Delhi,4,East Delhi,GEN,H.K.L. Bhagat,M,INC(I),228727,Kishore Lal,M,JNP,141019,87708,1980
546,Delhi,5,Chandni Chowk,GEN,Bhiku Ram Jain,M,INC(I),100624,Sikander Bakht,M,JNP,83389,17235,1980
547,Delhi,6,Delhi Sadar,GEN,Jagdish Tytler,M,INC(I),108148,Kanwar Lal Gupta,M,JNP,100030,8118,1980
548,Delhi,7,Karol Bagh,SC,Dharam Dass Shastri,M,INC(I),123960,Shiv Narain Sarsonia,M,JNP,88962,34998,1980
549,Lakshadweep,1,Lakshadweep,ST,Muhammad Sayeed Padannatha,M,INC(U),10018,Mohammed Koya Kunnamkalam,M,JNP,7069,2949,1980
550,Pondicherry,1,Pondicherry,GEN,P. Shanmugam,M,INC(I),164589,M.R. Lakshminarayanan,M,JNP,66025,98564,1980
