,Unnamed: 0.1,Unnamed: 0,State,Name,Type,Winning Candidate,Winning Party,Winning Percentage,Winner's Votes,Runner Up Candidate,Runner Up Party,Runner Up Percentage,Runner Up Votes,Margin %,Margin Votes
0,0,0,Andhra Pradesh,Srikakulam,GEN,Kinjarapu Ram Mohan Naidu,TDP,61,754328,Perada Tilak,YSRCP,34,426427,26,327901
1,1,1,Andhra Pradesh,Vizianagaram,GEN,Appalanaidu Kalisetti,TDP,57,743113,Bellana Chandra Sekhar,YSRCP,38,493762,19,249351
2,2,2,Andhra Pradesh,Visakhapatnam,GEN,Mathukumilli Bharat,TDP,65,907467,Botsa Jhansi Lakshmi,YSRCP,29,403220,36,504247
3,3,3,Andhra Pradesh,Anakapalli,GEN,C. M. Ramesh,BJP,57,762069,Budi Mutyala Naidu,YSRCP,35,465539,22,296530
4,4,4,Andhra Pradesh,Kakinada,GEN,Tangella Uday Srinivas,JSP,54,729699,Chalamalasetti Sunil,YSRCP,37,500208,17,229491
5,5,5,Andhra Pradesh,Amalapuram,SC,Ganti Harish Madhur,TDP,61,796981,Rapaka Vara Prasada Rao,YSRCP,34,454785,26,342196
6,6,6,Andhra Pradesh,Rajahmundry,GEN,Daggubati Purandeswari,BJP,54,726515,Guduri Srinivas,YSRCP,36,487376,18,239139
7,7,7,Andhra Pradesh,Narsapuram,GEN,Bhupathi Raju Srinivasa Varma,BJP,57,707343,Guduri Umabala,YSRCP,34,430541,22,276802
8,8,8,Andhra Pradesh,Eluru,GEN,Putta Mahesh Yadav,TDP,54,746351,Karumuri Sunilkumar Yadav,YSRCP,40,564494,13,181857
9,9,9,Andhra Pradesh,Machilipatnam,GEN,Vallabhaneni Balashowry,JSP,55,724439,Simhadri Chandrasekhar Rao,YSRCP,38,501260,17,223179
10,10,10,Andhra Pradesh,Vijayawada,GEN,Kesineni Sivanath,TDP,58,794154,Kesineni Srinivas,YSRCP,37,512069,20,282085
11,11,11,Andhra Pradesh,Guntur,GEN,Chandra Sekhar Pemmasani,TDP,60,864948,Kilari Venkata Rosaiah,YSRCP,36,520253,24,344695
12,12,12,Andhra Pradesh,Narasaraopet,GEN,Lavu Sri Krishna Devarayalu,TDP,53,807996,Poluboina Anilkumar Yadav,YSRCP,43,648267,10,159729
13,13,13,Andhra Pradesh,Bapatla,SC,Krishna Prasad Tenneti,TDP,55,717493,Nandigam Suresh,YSRCP,39,509462,15,208031
14,14,14,Andhra Pradesh,Ongole,GEN,Magunta Sreenivasulu Reddy,TDP,49,701894,Chevireddy Bhaskar Reddy,YSRCP,45,651695,3,50199
15,15,15,Andhra Pradesh,Nandyal,GEN,Byreddy Shabari,TDP,49,701131,Pocha Brahmananda Reddy,YSRCP,41,589156,7,111975
16,16,16,Andhra Pradesh,Kurnool,GEN,Bastipati Nagaraju Panchalingala,TDP,49,658914,B. Y. Ramaiah,YSRCP,41,547616,8,111298
17,17,17,Andhra Pradesh,Anantapur,GEN,Ambica G Lakshminarayana Valmiki,TDP,53,768245,Malagundla Sankaranarayana,YSRCP,40,579690,13,188555
18,18,18,Andhra Pradesh,Hindupur,GEN,B. K. Parthasarathi,TDP,51,725534,J. Shantha,YSRCP,41,593107,9,132427
19,19,19,Andhra Pradesh,Kadapa,GEN,Y. S. Avinash Reddy,YSRCP,45,605143,Chadipiralla Bhupesh Reddy,TDP,41,542448,4,62995
20,20,20,Andhra Pradesh,Nellore,GEN,Vemireddy Prabhakar Reddy,TDP,55,766202,V. Vijaysai Reddy,YSRCP,37,520300,17,245902
21,21,21,Andhra Pradesh,Tirupati,SC,Maddila Gurumoorthy,YSRCP,46,632228,Velagapalli Varaprasad Rao,BJP,44,617659,1,14569
22,22,22,Andhra Pradesh,Rajampet,GEN,P. V. Midhun Reddy,YSRCP,48,644844,Kiran Kumar Reddy,BJP,42,568773,5,76071
23,23,23,Andhra Pradesh,Chittoor,SC,Daggumalla Prasada Rao,TDP,54,778071,N. Reddeppa,YSRCP,39,557592,15,220479
24,24,24,Arunachal Pradesh,Arunachal East,ST,Tapir Gao,BJP,45,145581,Bosiram Siram,INC,35,115160,9,30421
25,25,25,Assam,Dhubri,GEN,Rakibul Hussain,INC,60,1471885,Mohammed Badruddin Ajmal,AIUDF,18,459409,41,1012476
26,26,26,Assam,Barpeta,GEN,Phani Bhusan Choudhury,AGP,51,860113,Deep Bayan,INC,37,637762,13,222351
27,27,27,Assam,Darrang–Udalguri,GEN,Dilip Saikia,BJP,47,868387,Madhab Rajbangshi,INC,29,539375,18,329012
28,28,28,Assam,Guwahati,GEN,Bijuli Kalita Medhi,BJP,56,894887,Mira Borthakur Goswami,INC,40,643797,15,251090
29,29,29,Assam,Diphu,ST,Amarsing Tisso,BJP,49,334620,J.I. Kathar,IND,27,187017,22,147603
30,30,30,Assam,Karimganj,GEN,Kripanath Mallah,BJP,47,545093,Hafiz Rashid Ahmed Choudhury,INC,45,526733,1,18360
31,31,31,Assam,Silchar,SC,Parimal Suklabaidya,BJP,59,652405,Surya Kanta Sarkar,INC,35,388094,24,264311
32,32,32,Assam,Nowgong,GEN,Pradyut Bordoloi,INC,50,788850,Suresh Borah,BJP,37,576619,13,212231
33,33,33,Assam,Kaziranga,GEN,Kamakhya Prasad Tasa,BJP,55,897043,Roselina Tirkey,INC,39,648096,15,248947
34,34,34,Assam,Sonitpur,GEN,Ranjit Dutta,BJP,60,775788,Premlal Ganju,INC,32,414380,28,361408
35,35,35,Assam,Lakhimpur,GEN,Pradan Baruah,BJP,54,663122,Uday Shankar Hazarika,INC,38,461865,16,201257
36,36,36,Assam,Dibrugarh,GEN,Sarbananda Sonowal,BJP,54,693762,Lurinjyoti Gogoi,AJP,32,414441,21,279321
37,37,37,Assam,Jorhat,GEN,Gaurav Gogoi,INC,54,751771,Topon Kumar Gogoi,BJP,43,607378,10,144393
38,38,38,Bihar,Paschim Champaran,GEN,Sanjay Jaiswal,BJP,53,580421,Madan Mohan Tiwari,INC,40,443853,12,136568
39,39,39,Bihar,Purvi Champaran,GEN,Radha Mohan Singh,BJP,50,542193,Dr. Rajesh Kumar,VIP,42,453906,8,88287
40,40,40,Bihar,Sheohar,GEN,Lovely Anand,JD(U),45,476612,Ritu Jaiswal,RJD,42,447469,2,29143
41,41,41,Bihar,Sitamarhi,GEN,Devesh Chandra Thakur,JD(U),47,515719,Arjun Ray,RJD,42,464363,4,51356
42,42,42,Bihar,Madhubani,GEN,Ashok Kumar Yadav,BJP,53,553428,Mohammad Ali Ashraf Fatmi,RJD,39,401483,14,151945
43,43,43,Bihar,Jhanjharpur,GEN,Ramprit Mandal,JD(U),48,533032,Suman Kumar Mahaseth,VIP,31,348863,16,184169
44,44,44,Bihar,Supaul,GEN,Dileshwar Kamait,JD(U),48,595038,Chandrahas Chaupal,RJD,34,425235,13,169803
45,45,45,Bihar,Araria,GEN,Pradeep Kumar Singh,BJP,47,600146,Mohammed Shahnawaz Alam,RJD,46,580052,1,20094
46,46,46,Bihar,Kishanganj,GEN,Mohammad Jawed,INC,35,402850,Mujahid Alam,JD(U),29,343158,5,59692
47,47,47,Bihar,Katihar,GEN,Tariq Anwar,INC,48,567092,Dulal Chandra Goswami,JD(U),44,517229,4,49863
48,48,48,Bihar,Purnia,GEN,Pappu Yadav,Independent,47,567556,Santosh Kumar,JD(U),45,543709,1,23847
49,49,49,Bihar,Madhepura,GEN,Dinesh Chandra Yadav,JD(U),52,640649,Da Kumar Chandradeep,RJD,38,466115,14,174534
50,50,50,Bihar,Darbhanga,GEN,Gopal Jee Thakur,BJP,55,566630,Lalit Kumar Yadav,RJD,37,388474,17,178156
51,51,51,Bihar,Muzaffarpur,GEN,Raj Bhushan Choudhary,BJP,55,619749,Ajay Nishad,INC,34,384822,21,234927
52,52,52,Bihar,Vaishali,GEN,Veena Devi,LJP(RV),48,567043,Vijay Kumar Shukla,RJD,40,477409,7,89634
53,53,53,Bihar,Gopalganj,SC,Alok Kumar Suman,JD(U),48,511866,Prem Nath Chanchal Alias Chanchal Paswan,VIP,36,384686,11,127180
54,54,54,Bihar,Siwan,GEN,Vijay Lakshmi Devi,JD(U),38,386508,Hena Shahab,Independent,29,293651,9,92857
55,55,55,Uttar Pradesh,Maharajganj,GEN,Janardan Singh Sigriwal,BJP,52,529533,Aakash Kumar Singh,INC,42,426882,10,102651
56,56,56,Bihar,Saran,GEN,Rajiv Pratap Rudy,BJP,46,471752,Rohini Acharya,RJD,44,458091,1,13661
57,57,57,Bihar,Hajipur,SC,Chirag Paswan,LJP(RV),53,615718,Shiv Chandra Ram,RJD,38,445613,14,170105
58,58,58,Bihar,Ujiarpur,GEN,Nityanand Rai,BJP,49,515965,Alok Kumar Mehta,RJD,43,455863,5,60102
59,59,59,Bihar,Samastipur,SC,Shambhavi,LJP(RV),52,579786,Sunny Hazari,INC,35,392535,17,187251
60,60,60,Bihar,Begusarai,GEN,Giriraj Singh,BJP,50,649331,Abdhesh Kumar Roy,CPI,43,567851,6,81480
61,61,61,Bihar,Khagaria,GEN,Rajesh Verma,LJP(RV),50,538657,Sanjay Kumar,CPI(M),35,377526,15,161131
62,62,62,Bihar,Bhagalpur,GEN,Ajay Kumar Mandal,JD(U),50,536031,Ajeet Sharma,INC,40,431163,9,104868
63,63,63,Bihar,Banka,GEN,Giridhari Yadav,JD(U),49,506678,Jai Prakash Narayan Yadav,RJD,39,402834,10,103834
64,64,64,Bihar,Munger,GEN,Rajeev Ranjan Singh Alias Lalan Singh,JD(U),48,550146,Kumari Anita,RJD,41,469276,7,80870
65,65,65,Bihar,Nalanda,GEN,Kaushalendra Kumar,JD(U),48,559422,Sandeep Saurav,CPI(ML)L,34,390308,14,169114
66,66,66,Bihar,Patna Sahib,GEN,Ravi Shankar Prasad,BJP,54,588270,Anshul Avijit,INC,40,434424,14,153846
67,67,67,Bihar,Pataliputra,GEN,Misha Bharti,RJD,49,613283,Ram Kripal Yadav,BJP,42,528109,6,85174
68,68,68,Bihar,Arrah,GEN,Sudama Prasad,CPI(ML)L,48,529382,R. K. Singh,BJP,42,469574,5,59808
69,69,69,Bihar,Buxar,GEN,Sudhakar Singh,RJD,40,438345,Mithlesh Tiwari,BJP,38,408254,2,30091
70,70,70,Bihar,Sasaram,SC,Manoj Kumar,INC,46,513004,Shivesh Kumar,BJP,45,493847,1,19157
71,71,71,Bihar,Karakat,GEN,Raja Ram Singh Kushwaha,CPI(ML)L,36,380581,Pawan Singh,Independent,26,274723,10,105858
72,72,72,Bihar,Jahanabad,GEN,Surendra Prasad Yadav,RJD,47,443035,Chandeshwar Prasad,JD(U),32,300444,15,142591
73,73,73,Maharashtra,Aurangabad,GEN,Abhay Kumar Sinha,RJD,49,465567,Sushil Kumar Singh,BJP,40,386456,8,79111
74,74,74,Bihar,Gaya,SC,Jitan Ram Manjhi,HAM(S),51,494960,Kumar Sarvjeet,RJD,40,393148,10,101812
75,75,75,Bihar,Nawada,GEN,Vivek Thakur,BJP,47,410608,Shrawan Kumar,RJD,39,342938,7,67670
76,76,76,Bihar,Jamui,SC,Arun Bharti,LJP(RV),51,509046,Archana Kumari,RJD,40,396564,11,112482
77,77,77,Chhattisgarh,Raigarh,ST,Radheshyam Rathiya,BJP,55,808275,Menka Devi Singh,INC,39,567884,16,240391
78,78,78,Chhattisgarh,Janjgir‑Champa,SC,Kamlesh Jangre,BJP,48,678199,Shivkumar Dahariya,INC,44,618199,4,60000
79,79,79,Chhattisgarh,Korba,GEN,Jyotsna Mahant,INC,46,570182,Saroj Pandey,BJP,43,526899,3,43283
80,80,80,Chhattisgarh,Bilaspur,GEN,Tokhan Sahu,BJP,53,724937,Devender Singh Yadav,INC,41,560379,12,164558
81,81,81,Chhattisgarh,Rajnandgaon,GEN,Santosh Pandey,BJP,49,712057,Bhupesh Baghel,INC,46,667646,3,44411
82,82,82,Chhattisgarh,Durg,GEN,Vijay Baghel,BJP,62,956497,Rajendra Sahu,INC,33,518271,28,438226
83,83,83,Chhattisgarh,Raipur,GEN,Brijmohan Agrawal,BJP,66,1050351,Vikas Upadhyay,INC,29,475066,36,575285
84,84,84,Chhattisgarh,Mahasamund,GEN,Roop Kumari Choudhary,BJP,53,703659,Tamradhwaj Sahu,INC,42,558203,10,145456
85,85,85,Chhattisgarh,Bastar,ST,Mahesh Kashyap,BJP,45,458398,Kawasi Lakhma,INC,40,403153,5,55245
86,86,86,Chhattisgarh,Kanker,ST,Bhojraj Nag,BJP,47,597624,Biresh Thakur,INC,47,595740,0,1884
87,87,87,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,ST,Delkar Kalaben Mohanbhai,BJP,58,121074,Ajit Ramjibhai Mahala,INC,30,63490,28,57584
88,88,88,Delhi,North East Delhi,GEN,Manoj Tiwari,BJP,53,824451,Kanhaiya Kumar,INC,44,685673,8,138778
89,89,89,Delhi,East Delhi,GEN,Harsh Malhotra,BJP,52,664819,Kuldeep Kumar (Monu),AAP,45,571156,7,93663
90,90,90,Delhi,New Delhi,GEN,Bansuri Swaraj,BJP,53,453185,Somnath Bharti,AAP,44,374815,9,78370
91,91,91,Delhi,North West Delhi,SC,Yogender Chandoliya,BJP,58,866483,Udit Raj,INC,38,575634,19,290849
92,92,92,Delhi,West Delhi,GEN,Kamaljeet Sehrawat,BJP,55,842658,Mahabal Mishra,AAP,42,643645,13,199013
93,93,93,Delhi,South Delhi,GEN,Ramvir Singh Bidhuri,BJP,53,692832,Sahi Ram,AAP,43,568499,9,124333
94,94,94,Goa,South Goa,GEN,Captain Viriato Fernandes,INC,48,217836,Pallavi Shrinivas Dempo,BJP,45,204301,3,13535
95,95,95,Gujarat,Banaskantha,GEN,Geniben Thakor,INC,48,671883,Rekhaben Hiteshbhai Chaudhary,BJP,46,641477,2,30406
96,96,96,Gujarat,Patan,GEN,Bharatsinhji Dabhi,BJP,49,591947,Chandanji Thakor,INC,46,560071,2,31876
97,97,97,Gujarat,Mahesana,GEN,Haribhai Patel,BJP,63,686406,Ramji Thakor (Palvi),INC,33,358360,30,328046
98,98,98,Gujarat,Sabarkantha,GEN,Shobhnaben Mahendrasinh Baraiya,BJP,53,677318,Tushar Chaudhary,INC,40,521636,12,155682
99,99,99,Gujarat,Gandhinagar,GEN,Amit Shah,BJP,76,1010972,Sonal Patel,INC,20,266256,56,744716
100,100,100,Gujarat,Ahmedabad East,GEN,Hasmukh Patel,BJP,68,770459,Himmatsinh Patel,INC,27,308704,40,461755
101,101,101,Gujarat,Ahmedabad West,SC,Dineshbhai Kodarbhai Makwana,BJP,63,611704,Bharat Makwana,INC,33,325267,29,286437
102,102,102,Gujarat,Surendranagar,GEN,Chandubhai Chhaganbhai Shihora,BJP,59,669749,Rutvik Makwana,INC,36,408132,23,261617
103,103,103,Gujarat,Rajkot,GEN,Parshottam Rupala,BJP,67,857984,Paresh Dhanani,INC,29,373724,38,484260
104,104,104,Gujarat,Porbandar,GEN,Mansukh Mandaviya,BJP,68,633118,Lalitbhai Vasoya,INC,26,249758,41,383360
105,105,105,Gujarat,Jamnagar,GEN,Poonamben Maadam,BJP,58,620049,J.P Marvia,INC,36,382041,22,238008
106,106,106,Gujarat,Junagadh,GEN,Rajesh Chudasama,BJP,54,584049,Hirabhai Jotva,INC,41,448555,12,135494
107,107,107,Gujarat,Amreli,GEN,Bharatbhai Manubhai Sutariya,BJP,66,580872,Jennyben Thummar,INC,29,259804,36,321068
108,108,108,Gujarat,Bhavnagar,GEN,Nimuben Jayantibhai Bambhania,BJP,68,716883,Umesh Makwana,AAP,24,261594,43,455289
109,109,109,Gujarat,Anand,GEN,Mitesh Rameshbhai Patel,BJP,52,612484,Amitbhai Chavda,INC,44,522545,7,89939
110,110,110,Gujarat,Kheda,GEN,Devusinh Jesingbhai Chauhan,BJP,63,744435,Kalusinh Dabhi,INC,32,386677,30,357758
111,111,111,Gujarat,Panchmahal,GEN,Rajpalsinh Mahendrasinh Jadhav,BJP,70,794579,Gulabsinh Chaudhan,INC,25,285237,45,509342
112,112,112,Gujarat,Dahod,ST,Jasvantsinh Sumanbhai Bhabhor,BJP,61,688715,Prabhaben Taviyad,INC,31,355038,29,333677
113,113,113,Gujarat,Vadodara,GEN,Hemang Yogeshchandra Joshi,BJP,72,873189,Jashpalsinh Padhiyar,INC,24,291063,48,582126
114,114,114,Gujarat,Chhota Udaipur,ST,Jashubhai Bhilubhai Rathva,BJP,62,796589,Sukhrambhai Rathwa,INC,31,397812,31,398777
115,115,115,Gujarat,Bharuch,GEN,Mansukhbhai Vasava,BJP,50,608157,Chaitar Vasava,AAP,43,522461,7,85696
116,116,116,Gujarat,Bardoli,ST,Parbhubhai Vasava,BJP,57,763950,Siddharth Chaudhary,INC,39,533697,17,230253
117,117,117,Gujarat,Navsari,GEN,C. R. Patil,BJP,77,1031065,Naishadh Desai,INC,19,257514,57,773551
118,118,118,Gujarat,Valsad,ST,Dhaval Laxmanbhai Patel,BJP,56,764226,Anantbhai Patel,INC,40,553522,15,210704
119,119,119,Haryana,Kurukshetra,GEN,Naveen Jindal,BJP,44,542175,Dr. Sushil Gupta,AAP,42,513154,2,29021
120,120,120,Haryana,Sirsa,SC,Selja Kumari,INC,54,733823,Ashok Tanwar,BJP,34,465326,19,268497
121,121,121,Haryana,Hisar,GEN,Jai Parkash,INC,48,570424,Ranjit Singh Chautala,BJP,43,507043,5,63381
122,122,122,Haryana,Karnal,GEN,Manohar Lal Khattar,BJP,54,739285,Divyanshu Budhiraja,INC,37,506708,17,232577
123,123,123,Haryana,Sonipat,GEN,Satpal Brahamchari,INC,48,548682,Mohan Lal Badoli,BJP,46,526866,1,21816
124,124,124,Haryana,Rohtak,GEN,Deepender Singh Hooda,INC,62,783578,Dr. Arvind Kumar Sharma,BJP,35,438280,27,345298
125,125,125,Haryana,Bhiwani‑Mahendragarh,GEN,Dharambir Singh Chaudhary,BJP,49,588664,Rao Dan Singh,INC,46,547154,3,41510
126,126,126,Haryana,Gurgaon,GEN,Rao Inderjit Singh,BJP,50,808336,Raj Babbar,INC,45,733257,4,75079
127,127,127,Haryana,Faridabad,GEN,Krishan Pal Gurjar,BJP,53,788569,Mahender Pratap Singh,INC,41,615655,11,172914
128,128,128,Himachal Pradesh,Mandi,GEN,Kangana Ranaut,BJP,52,537022,Vikramaditya Singh,INC,45,462267,7,74755
129,129,129,Uttar Pradesh,Hamirpur,GEN,Anurag Thakur,BJP,57,607068,Satpal Raizada,INC,40,424711,17,182357
130,130,130,Himachal Pradesh,Shimla,SC,Suresh Kumar Kashyap,BJP,53,519748,Vinod Sultanpuri,INC,44,428297,9,91451
131,131,131,Jammu And Kashmir,Srinagar,GEN,Aga Syed Ruhullah Mehdi,JKNC,52,356866,Waheed Ur Rehman Para,JKPDP,24,168450,27,188416
132,132,132,Jammu And Kashmir,Anantnag‑Rajouri,GEN,Mian Altaf Ahmed Larvi,JKNC,50,521836,Mehbooba Mufti,JKPDP,23,240042,27,281794
133,133,133,Jammu And Kashmir,Udhampur,GEN,Dr. Jitendra Singh,BJP,51,571076,Chaudhary Lal Singh,INC,40,446703,11,124373
134,134,134,Jammu And Kashmir,Jammu,GEN,Jugal Kishore Sharma,BJP,52,687588,Raman Bhalla,INC,42,552090,10,135498
135,135,135,Jharkhand,Dumka,ST,Nalin Soren,JMM,46,547370,Sita Murmu,BJP,44,524843,1,22527
136,136,136,Jharkhand,Godda,GEN,Nishikant Dubey,BJP,49,693140,Pradeep Yadav,INC,42,591327,7,101813
137,137,137,Jharkhand,Chatra,GEN,Kali Charan Singh,BJP,52,574556,Krishna Nand Tripathy,INC,32,353597,17,220959
138,138,138,Jharkhand,Kodarma,GEN,Annpurna Devi,BJP,57,791657,Vinod Kumar Singh,CPI(ML)L,30,414643,27,377014
139,139,139,Jharkhand,Giridih,GEN,Chandra Prakash Choudhary,AJSU,35,451139,Mathura Prasad Mahato,JMM,29,370259,6,80880
140,140,140,Jharkhand,Dhanbad,GEN,Dulu Mahato,BJP,55,789172,Anupama Singh,INC,32,457589,23,331583
141,141,141,Jharkhand,Ranchi,GEN,Sanjay Seth,BJP,45,664732,Yashaswini Sahay,INC,37,544220,8,120512
142,142,142,Jharkhand,Jamshedpur,GEN,Bidyut Baran Mahato,BJP,56,726174,Samir Kumar Mohanty,JMM,36,466392,20,259782
143,143,143,Jharkhand,Singhbhum,SC,Joba Majhi,JMM,51,520164,Geeta Kora,BJP,34,351762,16,168402
144,144,144,Jharkhand,Khunti,ST,Kali Charan Munda,INC,54,511647,Arjun Munda,BJP,38,361972,15,149675
145,145,145,Jharkhand,Lohardaga,ST,Sukhdeo Bhagat,INC,49,483038,Samir Oraon,BJP,35,343900,14,139138
146,146,146,Jharkhand,Palamu,SC,Vishnu Dayal Ram,BJP,55,770362,Mamata Bhuiyan,RJD,34,481555,20,288807
147,147,147,Jharkhand,Hazaribagh,GEN,Manish Jaiswal,BJP,51,654613,Jai Prakash Bhai Patel,INC,29,377927,21,276686
148,148,148,Karnataka,Belgaum,GEN,Jagadish Shettar,BJP,55,762029,Mrinal Hebbalkar,INC,42,583592,12,178437
149,149,149,Karnataka,Bagalkot,GEN,Gaddigoudar Parvatagouda Chandanagouda,BJP,50,671039,Samyukta Shivanand Patil,INC,45,602640,5,68399
150,150,150,Karnataka,Bijapur,SC,Ramesh Jigajinagi,BJP,51,672781,Raju Alagur,INC,45,595552,5,77229
151,151,151,Karnataka,Gulbarga,SC,Radhakrishna Doddamani,INC,49,652321,Umesh. G. Jadhav,BJP,47,625116,2,27205
152,152,152,Karnataka,Raichur,ST,G. Kumar Naik,INC,51,670966,Raja Amareshwara Naik,BJP,45,591185,6,79781
153,153,153,Karnataka,Bidar,GEN,Sagar Eshwar Khandre,INC,53,666317,Bhagwant Khuba,BJP,43,537442,10,128875
154,154,154,Karnataka,Koppal,GEN,K. Rajashekhar Basavaraj Hitnal,INC,49,663511,Basavaraj K. Sharanappa,BJP,46,617154,3,46357
155,155,155,Karnataka,Bellary,ST,E. Tukaram,INC,52,730845,B. Sreeramulu,BJP,45,631853,7,98992
156,156,156,Karnataka,Haveri,GEN,Basavaraj Bommai,BJP,50,705538,Anandswamy Gaddadevarmath,INC,47,662025,3,43513
157,157,157,Karnataka,Dharwad,GEN,Prahlad Joshi,BJP,52,716231,Vinod Asooti,INC,45,618907,7,97324
158,158,158,Karnataka,Uttara Kannada,GEN,Vishweshwar Hegde Kageri,BJP,61,782495,Anjali Nimbalkar,INC,35,445067,26,337428
159,159,159,Karnataka,Davanagere,GEN,Prabha Mallikarjun,INC,47,633059,Gayithri Siddeshwara,BJP,45,606965,1,26094
160,160,160,Karnataka,Shimoga,GEN,B. Y. Raghavendra,BJP,56,778721,Geetha Shivarajkumar,INC,38,535006,17,243715
161,161,161,Karnataka,Udupi Chikmagalur,GEN,Kota Srinivas Poojary,BJP,59,732234,K. Jayaprakash Hegde,INC,38,473059,21,259175
162,162,162,Karnataka,Hassan,GEN,Shreyas M. Patel,INC,49,672988,Prajwal Revanna,JD(S),46,630339,3,42649
163,163,163,Karnataka,Dakshina Kannada,GEN,Brijesh Chowta,BJP,53,764132,Padmaraj R. Poojary,INC,43,614924,10,149208
164,164,164,Karnataka,Chitradurga,SC,Govind Makthappa Karjol,BJP,50,684890,B. N. Chandrappa,INC,46,636769,3,48121
165,165,165,Karnataka,Tumkur,GEN,V. Somanna,BJP,55,720946,S. P. Muddahanumegowda,INC,41,545352,13,175594
166,166,166,Karnataka,Mandya,GEN,H. D. Kumaraswamy,JD(S),58,851881,Venkataramane Gowda,INC,38,567261,19,284620
167,167,167,Karnataka,Mysore,GEN,Yaduveer Krishnadatta Chamaraja Wadiyar,BJP,53,795503,M. Lakshmana,INC,44,656241,9,139262
168,168,168,Karnataka,Chamarajanagar,SC,Sunil Bose,INC,54,751671,Balaraj S.,BJP,41,562965,13,188706
169,169,169,Karnataka,Bangalore Rural,GEN,C. N. Manjunath,BJP,56,1079002,D. K. Suresh,INC,42,809355,14,269647
170,170,170,Karnataka,Bangalore North,GEN,Shobha Karandlaje,BJP,56,986049,M. V. Rajeev Gowda,INC,41,726573,14,259476
171,171,171,Karnataka,Bangalore Central,GEN,P. C. Mohan,BJP,50,658915,Mansoor Ali Khan,INC,47,626208,2,32707
172,172,172,Karnataka,Bangalore South,GEN,Tejaswi Surya,BJP,60,750830,Sowmya Reddy,INC,37,473747,22,277083
173,173,173,Karnataka,Chikballapur,GEN,K. Sudhakar,BJP,53,822619,M. S. Raksha Ramaiah,INC,43,659159,10,163460
174,174,174,Karnataka,Kolar,GEN,M. Mallesh Babu,JD(S),51,691481,K. V. Gowtham,INC,45,620093,5,71388
175,175,175,Kerala,Kannur,GEN,K. Sudhakaran,INC,48,518524,M. V. Jayarajan,CPI(M),38,409542,10,108982
176,176,176,Kerala,Vatakara,GEN,Shafi Parambil,INC,49,557528,K. K. Shailaja,CPI(M),39,443022,10,114506
177,177,177,Kerala,Wayanad,GEN,Rahul Gandhi,INC,59,647445,Annie Raja,CPI,26,283023,33,364422
178,178,178,Kerala,Kozhikode,GEN,M. K. Raghavan,INC,47,520421,Elamaram Kareem,CPI(M),34,374245,13,146176
179,179,179,Kerala,Malappuram,GEN,E. T. Mohammed Basheer,IUML,59,644006,V Vaseef,CPI(M),31,343888,27,300118
180,180,180,Kerala,Ponnani,GEN,M. P. Abdussamad Samadani,IUML,54,562516,K.S. Hamza,CPI(M),31,326756,22,235760
181,181,181,Kerala,Palakkad,GEN,V. K. Sreekandan,INC,40,421169,A. Vijayaraghavan,CPI(M),33,345886,7,75283
182,182,182,Kerala,Alathur,SC,K. Radhakrishnan,CPI(M),40,403447,Ramya Haridas,INC,38,383336,2,20111
